Output data for Rhombohedral II structure, Space-Group Number between 143 and 148: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C15(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
1100.0000      6.2144         20.0000        5.5755         519.7916       209.3148       155.9001       -11.8939       26.2131        428.9202       123.8568       278.9704       274.1680       276.5692       143.7496       136.3293       140.0395       368.0345       350.8370       359.4498       0.2834         0.5063         13.2476        0.0265         0.2897         9.1155         7.0430         286.0666       
1100.0000      6.1899         21.0000        5.5976         525.6811       212.7838       159.9226       -11.6358       26.7471        434.0152       125.8040       283.4039       278.6028       281.0034       145.1279       137.7779       141.4529       371.9015       354.8403       363.3845       0.2845         0.5034         13.2316        0.0260         0.2840         9.1594         7.0853         287.3561       
1100.0000      6.1655         22.0000        5.6198         531.5233       216.2533       163.9317       -11.3769       27.2703        439.0429       127.7194       287.8136       283.0107       285.4122       146.4796       139.1921       142.8359       375.7023       358.7605       367.2445       0.2855         0.5005         13.2131        0.0255         0.2787         9.2020         7.1265         288.6055       
1100.0000      6.1411         23.0000        5.6421         537.3186       219.7233       167.9275       -11.1172       27.7827        444.0037       129.6030       292.1997       287.3922       289.7959       147.8049       140.5728       144.1889       379.4372       362.5988       371.0308       0.2866         0.4976         13.1922        0.0251         0.2740         9.2433         7.1668         289.8160       
1100.0000      6.1167         24.0000        5.6646         543.0675       223.1939       171.9101       -10.8568       28.2844        448.8978       131.4552       296.5623       291.7473       294.1548       149.1040       141.9206       145.5123       383.1066       366.3569       374.7441       0.2877         0.4947         13.1691        0.0247         0.2696         9.2833         7.2062         290.9884       
1100.0000      6.0924         25.0000        5.6872         548.7705       226.6652       175.8796       -10.5956       28.7754        453.7257       133.2760       300.9017       296.0763       298.4890       150.3771       143.2360       146.8065       386.7110       370.0359       378.3855       0.2887         0.4918         13.1437        0.0243         0.2656         9.3222         7.2446         292.1239       
1100.0000      6.0705         26.0000        5.7077         554.4301       230.1381       179.8372       -10.3334       29.2565        458.4894       135.0666       305.2194       300.3807       302.8001       151.6250       144.5203       148.0726       390.2526       373.6387       381.9574       0.2898         0.4890         13.1161        0.0240         0.2619         9.3617         7.2836         293.2429       
1100.0000      6.0487         27.0000        5.7283         560.0444       233.6118       183.7820       -10.0705       29.7270        463.1875       136.8262       309.5142       304.6594       307.0868       152.8471       145.7734       149.3102       393.7296       377.1648       385.4587       0.2908         0.4862         13.0865        0.0237         0.2586         9.4001         7.3218         294.3267       
1100.0000      6.0268         28.0000        5.7491         565.6137       237.0863       187.7139       -9.8069        30.1870        467.8202       138.5548       313.7862       308.9123       311.3493       154.0436       146.9957       150.5196       397.1424       380.6152       388.8901       0.2918         0.4834         13.0548        0.0234         0.2555         9.4374         7.3591         295.3761       
1100.0000      6.0050         29.0000        5.7700         571.1385       240.5617       191.6330       -9.5424        30.6366        472.3877       140.2526       318.0356       313.1398       315.5877       155.2145       148.1877       151.7011       400.4914       383.9909       392.2522       0.2928         0.4807         13.0212        0.0232         0.2527         9.4737         7.3956         296.3919       
1100.0000      5.9832         30.0000        5.7910         576.6190       244.0381       195.5394       -9.2772        31.0758        476.8904       141.9198       322.2625       317.3420       319.8022       156.3601       149.3499       152.8550       403.7768       387.2929       395.5457       0.2939         0.4780         12.9856        0.0229         0.2502         9.5088         7.4313         297.3746       
1200.0000      6.8387         0.0000         5.0665         385.3539       138.4144       70.3227        -17.0826       11.8504        307.3983       75.4073        181.8029       176.2738       179.0383       108.1266       96.1182        102.1224       270.7116       244.0044       257.4230       0.2604         0.5704         12.5271        0.0588         0.6560         7.8875         5.9445         247.5247       
1200.0000      6.8028         1.0000         5.0933         392.4441       141.9123       74.6689        -16.8405       12.6405        314.0478       78.0951        186.8262       181.3693       184.0978       110.1370       98.6098        104.3734       276.1466       250.4414       263.3515       0.2616         0.5669         12.6152        0.0552         0.6146         7.9667         6.0121         250.0547       
1200.0000      6.7671         2.0000         5.1202         399.4686       145.4074       78.9969        -16.5976       13.4167        320.6150       80.7435        191.8172       186.4279       189.1225       112.1136       101.0269       106.5703       281.4974       256.7097       269.1547       0.2628         0.5635         12.6943        0.0520         0.5776         8.0429         6.0776         252.4875       
1200.0000      6.7314         3.0000         5.1473         406.4289       148.9000       83.3072        -16.3542       14.1792        327.1010       83.3531        196.7764       191.4505       194.1134       114.0571       103.3739       108.7155       286.7655       262.8186       274.8377       0.2640         0.5601         12.7651        0.0491         0.5445         8.1162         6.1410         254.8287       
1200.0000      6.6958         4.0000         5.1747         413.3264       152.3904       87.6001        -16.1100       14.9282        333.5071       85.9245        201.7045       196.4377       199.0711       115.9680       105.6545       110.8113       291.9524       268.7762       280.4054       0.2652         0.5566         12.8283        0.0465         0.5149         8.1867         6.2025         257.0837       
1200.0000      6.6604         5.0000         5.2022         420.1625       155.8787       91.8760        -15.8652       15.6639        339.8343       88.4583        206.6023       201.3905       203.9964       117.8469       107.8723       112.8596       297.0594       274.5899       285.8618       0.2664         0.5532         12.8846        0.0442         0.4882         8.2547         6.2621         259.2572       
1200.0000      6.6282         6.0000         5.2274         426.9437       159.3665       96.1373        -15.6195       16.3878        346.0880       90.9571        211.4731       206.3122       208.8926       119.6962       110.0322       114.8642       302.0926       280.2711       291.2155       0.2677         0.5499         12.9347        0.0421         0.4642         8.3222         6.3215         261.3764       
1200.0000      6.5962         7.0000         5.2528         433.6656       162.8528       100.3821       -15.3731       17.0988        352.2646       93.4192        216.3144       211.2008       213.7576       121.5142       112.1351       116.8247       307.0481       285.8208       296.4651       0.2688         0.5465         12.9788        0.0401         0.4424         8.3873         6.3792         263.4226       
1200.0000      6.5642         8.0000         5.2784         440.3295       166.3376       104.6107       -15.1260       17.7971        358.3650       95.8450        221.1269       216.0567       218.5918       123.3015       114.1835       118.7425       311.9271       291.2442       301.6138       0.2700         0.5432         13.0174        0.0384         0.4227         8.4502         6.4352         265.3991       
1200.0000      6.5323         9.0000         5.3042         446.9362       169.8212       108.8235       -14.8782       18.4830        364.3901       98.2349        225.9110       220.8807       223.3958       125.0584       116.1797       120.6191       316.7307       296.5462       306.6643       0.2712         0.5399         13.0508        0.0368         0.4049         8.5110         6.4897         267.3090       
1200.0000      6.5005         10.0000        5.3302         453.4869       173.3037       113.0207       -14.6297       19.1564        370.3408       100.5894       230.6672       225.6731       228.1701       126.7854       118.1258       122.4556       321.4597       301.7315       311.6195       0.2724         0.5367         13.0794        0.0354         0.3887         8.5697         6.5427         269.1555       
1200.0000      6.4724         11.0000        5.3533         459.9877       176.7868       117.2046       -14.3802       19.8190        376.2220       102.9110       235.3988       230.4375       232.9182       128.4846       120.0256       124.2551       326.1199       306.8086       316.4865       0.2735         0.5335         13.1036        0.0340         0.3739         8.6289         6.5962         270.9685       
1200.0000      6.4444         12.0000        5.3765         466.4340       180.2691       121.3732       -14.1301       20.4694        382.0300       105.1978       240.1032       235.1714       237.6373       130.1545       121.8788       126.0166       330.7071       311.7764       321.2624       0.2747         0.5303         13.1235        0.0328         0.3605         8.6862         6.6482         272.7234       
1200.0000      6.4165         13.0000        5.3999         472.8265       183.7507       125.5269       -13.8791       21.1079        387.7653       107.4501       244.7808       239.8750       242.3279       131.7952       123.6870       127.7411       335.2221       316.6382       325.9495       0.2758         0.5271         13.1394        0.0317         0.3482         8.7417         6.6990         274.4225       
1200.0000      6.3886         14.0000        5.4235         479.1661       187.2318       129.6656       -13.6275       21.7346        393.4288       109.6682       249.4319       244.5490       246.9904       133.4072       125.4518       129.4295       339.6656       321.3972       330.5496       0.2769         0.5240         13.1515        0.0307         0.3370         8.7955         6.7484         276.0678       
1200.0000      6.3608         15.0000        5.4472         485.4533       190.7125       133.7898       -13.3751       22.3496        399.0208       111.8524       254.0568       249.1936       251.6252       134.9907       127.1744       131.0826       344.0384       326.0563       335.0645       0.2781         0.5209         13.1599        0.0298         0.3268         8.8475         6.7966         277.6614       
1200.0000      6.3344         16.0000        5.4699         491.6909       194.1934       137.9002       -13.1219       22.9534        404.5435       114.0037       258.6570       253.8102       256.2336       136.5467       128.8568       132.7017       348.3426       330.6197       339.4974       0.2792         0.5179         13.1649        0.0290         0.3175         8.8990         6.8443         279.2156       
1200.0000      6.3081         17.0000        5.4927         497.8774       197.6742       141.9962       -12.8680       23.5457        409.9959       116.1217       263.2315       258.3982       260.8149       138.0746       130.4995       134.2870       352.5772       335.0883       343.8482       0.2803         0.5149         13.1667        0.0282         0.3089         8.9488         6.8909         280.7215       
1200.0000      6.2819         18.0000        5.5157         504.0136       201.1549       146.0781       -12.6133       24.1267        415.3784       118.2065       267.7808       262.9579       265.3694       139.5748       132.1035       135.8391       356.7429       339.4643       348.1183       0.2814         0.5119         13.1653        0.0275         0.3011         8.9972         6.9363         282.1806       
1200.0000      6.2557         19.0000        5.5388         510.1000       204.6355       150.1459       -12.3579       24.6963        420.6916       120.2584       272.3051       267.4895       269.8973       141.0474       133.6698       137.3586       360.8402       343.7498       352.3091       0.2824         0.5089         13.1609        0.0269         0.2940         9.0440         6.9806         283.5946       
1200.0000      6.2295         20.0000        5.5620         516.1372       208.1163       154.1998       -12.1017       25.2548        425.9359       122.2777       276.8047       271.9934       274.3991       142.4928       135.1994       138.8461       364.8695       347.9470       356.4217       0.2835         0.5060         13.1536        0.0263         0.2874         9.0895         7.0238         284.9647       
1200.0000      6.2046         21.0000        5.5843         522.1272       211.5978       158.2405       -11.8447       25.8025        431.1130       124.2652       281.2806       276.4708       278.8757       143.9116       136.6935       140.3026       368.8328       352.0586       360.4587       0.2846         0.5031         13.1436        0.0257         0.2814         9.1344         7.0667         286.3020       
1200.0000      6.1798         22.0000        5.6068         528.0690       215.0795       162.2677       -11.5869       26.3392        436.2220       126.2204       285.7322       280.9208       283.3265       145.3034       138.1526       141.7280       372.7290       356.0853       364.4197       0.2856         0.5002         13.1309        0.0252         0.2759         9.1781         7.1086         287.5979       
1200.0000      6.1550         23.0000        5.6294         533.9631       218.5617       166.2812       -11.3284       26.8649        441.2633       128.1435       290.1597       285.3439       287.7518       146.6686       139.5773       143.1229       376.5587       360.0287       368.3058       0.2867         0.4974         13.1157        0.0248         0.2709         9.2204         7.1496         288.8535       
1200.0000      6.1302         24.0000        5.6521         539.8099       222.0442       170.2813       -11.0691       27.3797        446.2373       130.0348       294.5634       289.7403       292.1519       148.0072       140.9684       144.4878       380.3223       363.8902       372.1179       0.2877         0.4946         13.0980        0.0244         0.2663         9.2614         7.1895         290.0700       
1200.0000      6.1055         25.0000        5.6750         545.6099       225.5272       174.2681       -10.8091       27.8838        451.1444       131.8944       298.9435       294.1101       296.5268       149.3194       142.3265       145.8229       384.0202       367.6713       375.8571       0.2887         0.4918         13.0779        0.0240         0.2621         9.3012         7.2285         291.2484       
1200.0000      6.0832         26.0000        5.6958         551.3661       229.0118       178.2429       -10.5482       28.3778        455.9870       133.7236       303.3016       298.4552       300.8784       150.6063       143.6529       147.1296       387.6548       371.3751       379.5260       0.2898         0.4890         13.0556        0.0236         0.2583         9.3416         7.2680         292.4092       
1200.0000      6.0609         27.0000        5.7167         557.0762       232.4969       182.2045       -10.2865       28.8611        460.7633       135.5214       307.6364       302.7740       305.2052       151.8671       144.9475       148.4073       391.2244       375.0008       383.1235       0.2908         0.4863         13.0310        0.0233         0.2548         9.3809         7.3067         293.5340       
1200.0000      6.0387         28.0000        5.7378         562.7407       235.9828       186.1531       -10.0240       29.3337        465.4736       137.2880       311.9481       307.0669       309.5075       153.1021       146.2108       149.6564       394.7293       378.5498       386.6501       0.2918         0.4835         13.0043        0.0230         0.2516         9.4191         7.3445         294.6234       
1200.0000      6.0165         29.0000        5.7590         568.3598       239.4694       190.0888       -9.7608        29.7958        470.1182       139.0236       316.2369       311.3339       313.7854       154.3112       147.4433       150.8772       398.1698       382.0229       390.1068       0.2928         0.4808         12.9755        0.0228         0.2486         9.4561         7.3815         295.6782       
1200.0000      5.9943         30.0000        5.7803         573.9341       242.9569       194.0115       -9.4968        30.2474        474.6975       140.7282       320.5028       315.5752       318.0390       155.4947       148.6455       152.0701       401.5463       385.4214       393.4941       0.2938         0.4781         12.9446        0.0225         0.2460         9.4921         7.4177         296.6992       
1300.0000      6.8632         0.0000         5.0485         379.4239       136.9162       68.1839        -17.2708       10.5722        302.5563       72.9148        178.6636       173.1129       175.8882       105.9580       93.7102        99.8341        265.4068       238.1572       251.8520       0.2614         0.5676         12.2348        0.0613         0.6856         7.8235         5.9025         244.9104       
1300.0000      6.8268         1.0000         5.0754         386.6443       140.4321       72.5563        -17.0294       11.3812        309.3121       75.6550        183.7434       178.2661       181.0047       108.0203       96.2938        102.1571       270.9624       244.8032       257.9442       0.2625         0.5644         12.3391        0.0574         0.6396         7.9057         5.9719         247.5573       
1300.0000      6.7905         2.0000         5.1025         393.7965       143.9448       76.9100        -16.7874       12.1758        315.9835       78.3548        188.7896       183.3812       186.0854       110.0479       98.7978        104.4228       276.4317       251.2691       263.9046       0.2636         0.5612         12.4331        0.0539         0.5988         7.9847         6.0390         250.0995       
1300.0000      6.7543         3.0000         5.1299         400.8823       147.4546       81.2453        -16.5448       12.9563        322.5720       81.0149        193.8030       188.4590       191.1310       112.0415       101.2270       106.6342       281.8165       257.5655       269.7391       0.2648         0.5579         12.5178        0.0507         0.5625         8.0607         6.1040         252.5438       
1300.0000      6.7182         4.0000         5.1574         407.9033       150.9616       85.5628        -16.3016       13.7230        329.0789       83.6359        198.7844       193.5004       196.1424       114.0017       103.5857       108.7937       287.1183       263.7018       275.4530       0.2659         0.5547         12.5941        0.0479         0.5301         8.1337         6.1669         254.8959       
1300.0000      6.6823         5.0000         5.1852         414.8608       154.4663       89.8626        -16.0577       14.4760        335.5052       86.2184        203.7344       198.5063       201.1204       115.9292       105.8780       110.9036       292.3385       269.6862       281.0509       0.2671         0.5514         12.6627        0.0453         0.5010         8.2040         6.2280         257.1613       
1300.0000      6.6496         6.0000         5.2106         421.7618       157.9704       94.1474        -15.8129       15.2170        341.8567       88.7654        208.6568       203.4805       206.0686       117.8263       108.1093       112.9678       297.4837       275.5313       286.5422       0.2682         0.5482         12.7243        0.0430         0.4748         8.2738         6.2887         259.3678       
1300.0000      6.6171         7.0000         5.2362         428.6018       161.4724       98.4153        -15.5675       15.9447        348.1297       91.2750        213.5488       208.4205       210.9847       119.6916       110.2806       114.9861       302.5497       281.2384       291.9255       0.2694         0.5450         12.7794        0.0409         0.4513         8.3410         6.3477         261.4967       
1300.0000      6.5846         8.0000         5.2621         435.3820       164.9727       102.6666       -15.3213       16.6595        354.3251       93.7475        218.4112       213.3270       215.8691       121.5255       112.3947       116.9601       307.5377       286.8135       297.2042       0.2705         0.5418         12.8283        0.0390         0.4300         8.4059         6.4050         263.5522       
1300.0000      6.5523         9.0000         5.2881         442.1034       168.4714       106.9015       -15.0745       17.3614        360.4438       96.1834        223.2444       218.2007       220.7225       123.3283       114.4542       118.8913       312.4489       292.2619       302.3816       0.2717         0.5386         12.8715        0.0373         0.4108         8.4686         6.4606         265.5374       
1300.0000      6.5200         10.0000        5.3142         448.7672       171.9687       111.1204       -14.8270       18.0508        366.4868       98.5833        228.0489       223.0420       225.5455       125.1006       116.4613       120.7810       317.2843       297.5887       307.4606       0.2728         0.5355         12.9094        0.0358         0.3934         8.5291         6.5147         267.4560       
1300.0000      6.4914         11.0000        5.3376         455.3801       175.4665       115.3258       -14.5785       18.7290        372.4595       100.9499       232.8284       227.8549       230.3417       126.8447       118.4203       122.6325       322.0500       302.8034       312.4489       0.2739         0.5324         12.9425        0.0343         0.3775         8.5900         6.5692         269.3380       
1300.0000      6.4630         12.0000        5.3611         461.9370       178.9632       119.5156       -14.3293       19.3949        378.3578       103.2811       237.5801       232.6364       235.1082       128.5590       120.3308       124.4449       326.7416       307.9048       317.3437       0.2750         0.5293         12.9710        0.0331         0.3631         8.6490         6.6223         271.1591       
1300.0000      6.4346         13.0000        5.3847         468.4387       182.4590       123.6899       -14.0795       20.0486        384.1823       105.5772       242.3042       237.3871       239.8456       130.2436       122.1947       126.2191       331.3598       312.8965       322.1473       0.2761         0.5263         12.9950        0.0319         0.3501         8.7061         6.6740         272.9218       
1300.0000      6.4063         14.0000        5.4085         474.8862       185.9540       127.8490       -13.8289       20.6903        389.9338       107.8385       247.0011       242.1073       244.5542       131.8989       124.0136       127.9562       335.9054       317.7820       326.8616       0.2772         0.5232         13.0149        0.0308         0.3381         8.7613         6.7243         274.6284       
1300.0000      6.3781         15.0000        5.4325         481.2802       189.4483       131.9931       -13.5775       21.3200        395.6130       110.0655       251.6714       246.7976       249.2345       133.5253       125.7888       129.6571       340.3793       322.5645       331.4887       0.2783         0.5202         13.0308        0.0298         0.3273         8.8148         6.7734         276.2810       
1300.0000      6.3512         16.0000        5.4554         487.6233       192.9427       136.1233       -13.3254       21.9384        401.2219       112.2591       256.3163       251.4595       253.8879       135.1237       127.5226       131.3231       344.7838       327.2486       336.0320       0.2794         0.5172         13.0431        0.0289         0.3173         8.8676         6.8219         277.8921       
1300.0000      6.3245         17.0000        5.4785         493.9144       196.4367       140.2387       -13.0725       22.5451        406.7596       114.4189       260.9352       256.0920       258.5136       136.6936       129.2154       132.9545       349.1178       331.8352       340.4915       0.2805         0.5143         13.0518        0.0281         0.3083         8.9188         6.8693         279.4530       
1300.0000      6.2978         18.0000        5.5017         500.1539       199.9304       144.3397       -12.8189       23.1402        412.2265       116.5452       265.5282       260.6957       263.1120       138.2354       130.8683       134.5519       353.3820       336.3267       344.8686       0.2815         0.5114         13.0571        0.0274         0.3000         8.9684         6.9155         280.9654       
1300.0000      6.2712         19.0000        5.5251         506.3427       203.4239       148.4263       -12.5646       23.7239        417.6233       118.6381       270.0957       265.2709       267.6833       139.7493       132.4826       136.1159       357.5769       340.7256       349.1648       0.2826         0.5085         13.0592        0.0267         0.2924         9.0165         6.9605         282.4309       
1300.0000      6.2446         20.0000        5.5486         512.4813       206.9173       152.4987       -12.3096       24.2961        422.9503       120.6979       274.6380       269.8178       272.2279       141.2355       134.0591       137.6473       361.7032       345.0339       353.3815       0.2836         0.5056         13.0582        0.0261         0.2855         9.0631         7.0045         283.8511       
1300.0000      6.2193         21.0000        5.5711         518.5718       210.4113       156.5577       -12.0537       24.8575        428.2095       122.7256       279.1563       274.3377       276.7470       142.6947       135.5994       139.1470       365.7626       349.2550       357.5212       0.2847         0.5028         13.0542        0.0255         0.2792         9.1092         7.0481         285.2369       
1300.0000      6.1940         22.0000        5.5939         524.6132       213.9053       160.6029       -11.7971       25.4076        433.3998       124.7207       283.6498       278.8299       281.2399       144.1267       137.1036       140.6152       369.7543       353.3892       361.5837       0.2857         0.5000         13.0475        0.0250         0.2734         9.1539         7.0906         286.5800       
1300.0000      6.1688         23.0000        5.6167         530.6060       217.3995       164.6342       -11.5397       25.9467        438.5217       126.6833       288.1188       283.2947       285.7068       145.5317       138.5728       142.0523       373.6788       357.4384       365.5701       0.2867         0.4972         13.0380        0.0245         0.2681         9.1972         7.1321         287.8815       
1300.0000      6.1437         24.0000        5.6397         536.5508       220.8939       168.6518       -11.2816       26.4747        443.5757       128.6138       292.5636       287.7324       290.1480       146.9098       140.0076       143.4587       377.5366       361.4042       369.4815       0.2878         0.4944         13.0258        0.0241         0.2633         9.2392         7.1727         289.1426       
1300.0000      6.1186         25.0000        5.6629         542.4480       224.3887       172.6558       -11.0228       26.9917        448.5621       130.5122       296.9843       292.1431       294.5637       148.2613       141.4087       144.8350       381.3281       365.2881       373.3188       0.2888         0.4917         13.0112        0.0237         0.2589         9.2800         7.2123         290.3645       
1300.0000      6.0958         26.0000        5.6840         548.3007       227.8849       176.6478       -10.7630       27.4986        453.4835       132.3800       301.3829       296.5287       298.9558       149.5872       142.7775       146.1824       385.0559       369.0935       377.0852       0.2898         0.4890         12.9941        0.0233         0.2548         9.3213         7.2523         291.5678       
1300.0000      6.0732         27.0000        5.7052         554.1067       231.3816       180.6264       -10.5025       27.9947        458.3380       134.2161       305.7578       300.8878       303.3228       150.8868       144.1139       147.5004       388.7181       372.8196       380.7791       0.2908         0.4863         12.9747        0.0230         0.2512         9.3615         7.2915         292.7340       
1300.0000      6.0506         28.0000        5.7265         559.8663       234.8789       184.5917       -10.2413       28.4800        463.1260       136.0207       310.1092       305.2205       307.6649       152.1601       145.4185       148.7893       392.3151       376.4677       384.4014       0.2918         0.4836         12.9530        0.0227         0.2478         9.4005         7.3298         293.8638       
1300.0000      6.0280         29.0000        5.7480         565.5799       238.3767       188.5438       -9.9793        28.9546        467.8478       137.7940       314.4374       309.5271       311.9822       153.4075       146.6918       150.0496       395.8472       380.0390       387.9528       0.2927         0.4810         12.9291        0.0224         0.2448         9.4384         7.3673         294.9581       
1300.0000      6.0054         30.0000        5.7696         571.2481       241.8752       192.4828       -9.7166        29.4186        472.5036       139.5361       318.7424       313.8076       316.2750       154.6290       147.9342       151.2816       399.3148       383.5344       391.4342       0.2937         0.4783         12.9030        0.0221         0.2420         9.4752         7.4039         296.0178       
1400.0000      6.8877         0.0000         5.0305         373.4922       135.4175       66.0445        -17.4589       9.2937         297.7130       70.4216        175.5234       169.9506       172.7370       103.7888       91.2573        97.5231        260.0999       232.2092       246.2306       0.2624         0.5646         11.9339        0.0642         0.7194         7.7580         5.8599         242.2338       
1400.0000      6.8507         1.0000         5.0576         380.8427       138.9515       70.4432        -17.2184       10.1215        304.5750       73.2141        180.6596       175.1615       177.9105       105.9029       93.9373        99.9201        265.7761       239.0742       252.4913       0.2635         0.5616         12.0551        0.0599         0.6683         7.8434         5.9310         245.0035       
1400.0000      6.8139         2.0000         5.0850         388.1228       142.4818       74.8225        -16.9773       10.9345        311.3507       75.9653        185.7611       180.3330       183.0471       107.9815       96.5318        102.2567       271.3640       245.7463       258.6132       0.2645         0.5586         12.1649        0.0560         0.6232         7.9253         5.9998         247.6605       
1400.0000      6.7772         3.0000         5.1125         395.3341       146.0087       79.1829        -16.7356       11.7331        318.0417       78.6759        190.8288       185.4662       188.1475       110.0253       99.0465        104.5359       276.8655       252.2378       264.6027       0.2656         0.5556         12.2643        0.0525         0.5831         8.0040         6.0664         250.2125       
1400.0000      6.7406         4.0000         5.1403         402.4785       149.5325       83.5248        -16.4932       12.5174        324.6493       81.3465        195.8634       190.5618       193.2126       112.0348       101.4863       106.7606       282.2822       258.5592       270.4659       0.2667         0.5526         12.3543        0.0494         0.5475         8.0796         6.1309         252.6659       
1400.0000      6.7042         5.0000         5.1682         409.5574       153.0536       87.8486        -16.2503       13.2877        331.1747       83.9779        200.8657       195.6209       198.2433       114.0108       103.8556       108.9332       287.6157       264.7199       276.2081       0.2678         0.5495         12.4356        0.0466         0.5157         8.1524         6.1934         255.0269       
1400.0000      6.6710         6.0000         5.1939         416.5783       156.5737       92.1570        -16.0064       14.0458        337.6241       86.5731        205.8396       200.6475       203.2436       115.9559       106.1605       111.0582       292.8729       270.7341       281.8395       0.2689         0.5464         12.5093        0.0441         0.4872         8.2244         6.2555         257.3238       
1400.0000      6.6380         7.0000         5.2197         423.5364       160.0916       96.4480        -15.7619       14.7903        343.9935       89.1300        210.7824       205.6390       208.2107       117.8684       108.4022       113.1353       298.0494       276.6031       287.3587       0.2700         0.5434         12.5757        0.0418         0.4616         8.2939         6.3158         259.5385       
1400.0000      6.6051         8.0000         5.2458         430.4330       163.6073       100.7219       -15.5167       15.5215        350.2839       91.6493        215.6947       210.5962       213.1454       119.7489       110.5838       115.1663       303.1465       282.3338       292.7695       0.2711         0.5403         12.6353        0.0398         0.4386         8.3609         6.3743         261.6755       
1400.0000      6.5722         9.0000         5.2720         437.2691       167.1212       104.9789       -15.2709       16.2396        356.4963       94.1313        220.5769       215.5196       218.0483       121.5977       112.7081       117.1529       308.1654       287.9321       298.0754       0.2722         0.5373         12.6886        0.0379         0.4178         8.4255         6.4312         263.7384       
1400.0000      6.5395         10.0000        5.2984         444.0460       170.6334       109.2195       -15.0243       16.9448        362.6316       96.5765        225.4298       220.4099       222.9199       123.4153       114.7777       119.0965       313.1073       293.4036       303.2797       0.2733         0.5343         12.7362        0.0363         0.3990         8.4879         6.4864         265.7312       
1400.0000      6.5105         11.0000        5.3220         450.7710       174.1458       113.4464       -14.7769       17.6387        368.6958       98.9881        230.2572       225.2712       227.7642       125.2044       116.7972       121.0008       317.9785       298.7587       308.3910       0.2743         0.5313         12.7785        0.0347         0.3820         8.5505         6.5419         267.6840       
1400.0000      6.4816         12.0000        5.3457         457.4385       177.6570       117.6573       -14.5287       18.3201        374.6844       101.3637       235.0560       230.1005       232.5783       126.9629       118.7662       122.8646       322.7745       303.9962       313.4059       0.2754         0.5283         12.8157        0.0334         0.3666         8.6112         6.5960         269.5732       
1400.0000      6.4527         13.0000        5.3696         464.0495       181.1669       121.8523       -14.2798       18.9890        380.5981       103.7036       239.8267       234.8981       237.3624       128.6914       120.6868       124.6891       327.4959       309.1201       318.3270       0.2765         0.5253         12.8481        0.0321         0.3526         8.6699         6.6487         271.4010       
1400.0000      6.4240         14.0000        5.3936         470.6049       184.6758       126.0318       -14.0303       19.6456        386.4377       106.0082       244.5696       239.6647       242.1172       130.3901       122.5606       126.4754       332.1438       314.1342       323.1567       0.2775         0.5224         12.8760        0.0310         0.3399         8.7267         6.6999         273.1703       
1400.0000      6.3953         15.0000        5.4178         477.1056       188.1838       130.1959       -13.7800       20.2901        392.2040       108.2779       249.2852       244.4007       246.8429       132.0593       124.3894       128.2244       336.7188       319.0420       327.8969       0.2786         0.5195         12.8996        0.0299         0.3283         8.7816         6.7499         274.8833       
1400.0000      6.3681         16.0000        5.4410         483.5544       191.6916       134.3458       -13.5289       20.9231        397.8992       110.5139       253.9749       249.1078       251.5413       133.7002       126.1753       129.9377       341.2237       323.8485       332.5516       0.2797         0.5166         12.9192        0.0290         0.3177         8.8358         6.7993         276.5526       
1400.0000      6.3409         17.0000        5.4643         489.9500       195.1989       138.4807       -13.2772       21.5442        403.5222       112.7156       258.6380       253.7850       256.2115       135.3122       127.9189       131.6155       345.6571       328.5546       337.1205       0.2807         0.5137         12.9351        0.0281         0.3081         8.8884         6.8475         278.1697       
1400.0000      6.3138         18.0000        5.4878         496.2930       198.7056       142.6007       -13.0247       22.1534        409.0735       114.8833       263.2748       258.4327       260.8538       136.8956       129.6215       133.2585       350.0198       333.1632       341.6053       0.2817         0.5109         12.9472        0.0273         0.2993         8.9393         6.8944         279.7364       
1400.0000      6.2867         19.0000        5.5114         502.5841       202.2119       146.7061       -12.7714       22.7510        414.5539       117.0172       267.8856       263.0514       265.4685       138.4506       131.2843       134.8674       354.3124       337.6767       346.0076       0.2828         0.5080         12.9559        0.0266         0.2913         8.9886         6.9402         281.2544       
1400.0000      6.2597         20.0000        5.5352         508.8241       205.7179       150.7970       -12.5175       23.3371        419.9637       119.1176       272.4706       267.6413       270.0560       139.9777       132.9083       136.4430       358.5356       342.0974       350.3289       0.2838         0.5052         12.9613        0.0259         0.2840         9.0364         6.9849         282.7255       
1400.0000      6.2340         21.0000        5.5580         515.0152       209.2243       154.8744       -12.2628       23.9121        425.3049       121.1856       277.0313       272.2039       274.6176       141.4775       134.4951       137.9863       362.6913       346.4289       354.5720       0.2848         0.5025         12.9636        0.0253         0.2773         9.0836         7.0292         284.1607       
1400.0000      6.2083         22.0000        5.5810         521.1562       212.7306       158.9375       -12.0073       24.4757        430.5766       123.2205       281.5667       276.7382       279.1525       142.9497       136.0451       139.4974       366.7786       350.6717       358.7365       0.2858         0.4997         12.9628        0.0247         0.2712         9.1294         7.0724         285.5516       
