The SAM model uses the reference state from Li2O.dat at T = 0.000000       K
Reference data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
0.0000         8.2711         0.0000         2.0000         206.8000       24.1000        54.2000        85.0000        66.8948        158.9791       296.8984       
0.0000         7.4929         10.0000        2.2200         249.2000       50.4000        76.6000        116.6667       85.0290        205.2288       329.9163       
0.0000         6.9545         20.0000        2.3900         292.5000       82.9000        92.5000        152.7667       97.2382        240.6546       349.6428       
0.0000         6.5336         30.0000        2.5300         332.2000       115.0000       103.2000       187.4000       105.3271       266.1236       361.2212       
The SAM model parameters are as follows:
V: b0 is 0.00389441 (ang$^3/atom)     b1 is -0.14695681 (ang^3/atom/GPa)     RMSE is 0.0389078 (ang^3/atom)
C11: b0 is -0.164028 (GPa)     b1 is 14.522760     RMSE is 1.169409 (GPa)
C12: b0 is 0.009619 (GPa)     b1 is 2.102904     RMSE is 1.200393 (GPa)
C44: b0 is 0.045614 (GPa)     b1 is 3.864329     RMSE is 1.348691 (GPa)
B: b0 is -0.037354 (GPa)     b1 is 5.684470     RMSE is 0.680459 (GPa)
G: b0 is -0.004084 (GPa)     b1 is 4.751164     RMSE is 0.927858 (GPa)
E: b0 is -0.008292 (GPa)     b1 is 11.084042     RMSE is 1.834261 (GPa)
The modeled elastic constants and moduli are as follows:
T(K)           P(GPa)         V(ang^3/atom)  C11(GPa)       C12(GPa)       C44(GPa)       B(GPa)         G(GPa)         E(GPa)         
0.0000         0.0000         8.2711         206.8000       24.1000        54.2000        85.0000        66.8948        158.9791       
0.0000         1.0000         8.1790         210.8713       26.2629        56.7696        87.7990        69.0263        164.1158       
0.0000         2.0000         8.0904         214.9920       28.5472        59.2624        90.6955        71.0823        169.1365       
0.0000         3.0000         8.0052         219.1577       30.9463        61.6799        93.6834        73.0646        174.0421       
0.0000         4.0000         7.9233         223.3640       33.4536        64.0232        96.7571        74.9750        178.8333       
0.0000         5.0000         7.8444         227.6062       36.0625        66.2938        99.9104        76.8153        183.5111       
0.0000         6.0000         7.7686         231.8800       38.7664        68.4928        103.1376       78.5874        188.0763       
0.0000         7.0000         7.6957         236.1807       41.5587        70.6217        106.4327       80.2930        192.5298       
0.0000         8.0000         7.6255         240.5040       44.4328        72.6816        109.7899       81.9339        196.8725       
0.0000         9.0000         7.5580         244.8452       47.3821        74.6739        113.2031       83.5120        201.1052       
0.0000         10.0000        7.4929         249.2000       50.4000        76.6000        116.6667       85.0290        205.2288       
0.0000         11.0000        7.4303         253.5637       53.4799        78.4610        120.1745       86.4868        209.2441       
0.0000         12.0000        7.3700         257.9320       56.6152        80.2584        123.7208       87.8871        213.1521       
0.0000         13.0000        7.3118         262.3003       59.7993        81.9933        127.2996       89.2318        216.9536       
0.0000         14.0000        7.2556         266.6640       63.0256        83.6672        130.9051       90.5226        220.6494       
0.0000         15.0000        7.2014         271.0188       66.2875        85.2812        134.5312       91.7615        224.2405       
0.0000         16.0000        7.1489         275.3600       69.5784        86.8368        138.1723       92.9501        227.7277       
0.0000         17.0000        7.0981         279.6833       72.8917        88.3351        141.8222       94.0902        231.1118       
0.0000         18.0000        7.0488         283.9840       76.2208        89.7776        145.4752       95.1838        234.3938       
0.0000         19.0000        7.0010         288.2577       79.5591        91.1654        149.1253       96.2325        237.5744       
0.0000         20.0000        6.9545         292.5000       82.9000        92.5000        152.7667       97.2382        240.6546       
0.0000         21.0000        6.9091         296.7063       86.2369        93.7826        156.3934       98.2028        243.6353       
0.0000         22.0000        6.8648         300.8720       89.5632        95.0144        159.9995       99.1279        246.5172       
0.0000         23.0000        6.8214         304.9928       92.8723        96.1968        163.5791       100.0154       249.3013       
0.0000         24.0000        6.7788         309.0640       96.1576        97.3312        167.1264       100.8672       251.9885       
0.0000         25.0000        6.7369         313.0813       99.4125        98.4188        170.6354       101.6849       254.5795       
0.0000         26.0000        6.6956         317.0400       102.6304       99.4608        174.1003       102.4705       257.0754       
0.0000         27.0000        6.6547         320.9357       105.8047       100.4587       177.5151       103.2257       259.4768       
0.0000         28.0000        6.6142         324.7640       108.9288       101.4136       180.8739       103.9523       261.7847       
0.0000         29.0000        6.5738         328.5202       111.9961       102.3269       184.1708       104.6522       264.0001       
0.0000         30.0000        6.5336         332.2000       115.0000       103.2000       187.4000       105.3271       266.1236       
100.0000       0.0000         8.2909         204.8355       23.8155        53.6773        84.2311        66.2521        157.4798       
100.0000       1.0000         8.1977         208.9918       25.9864        56.2578        87.0598        68.4049        162.6661       
100.0000       2.0000         8.1081         213.1912       28.2780        58.7606        89.9838        70.4806        167.7325       
100.0000       3.0000         8.0219         217.4300       30.6838        61.1871        92.9972        72.4810        172.6802       
100.0000       4.0000         7.9390         221.7041       33.1973        63.5388        96.0945        74.4082        177.5105       
100.0000       5.0000         7.8593         226.0096       35.8119        65.8169        99.2698        76.2641        182.2244       
100.0000       6.0000         7.7826         230.3423       38.5210        68.0228        102.5174       78.0505        186.8230       
100.0000       7.0000         7.7089         234.6981       41.3181        70.1579        105.8315       79.7695        191.3075       
100.0000       8.0000         7.6380         239.0729       44.1967        72.2234        109.2064       81.4228        195.6790       
100.0000       9.0000         7.5698         243.4625       47.1500        74.2209        112.6363       83.0124        199.9384       
100.0000       10.0000        7.5042         247.8627       50.1717        76.1515        116.1153       84.5400        204.0868       
100.0000       11.0000        7.4409         252.2691       53.2551        78.0166        119.6377       86.0077        208.1252       
100.0000       12.0000        7.3800         256.6776       56.3936        79.8176        123.1976       87.4173        212.0546       
100.0000       13.0000        7.3212         261.0839       59.5806        81.5558        126.7892       88.7706        215.8760       
100.0000       14.0000        7.2646         265.4835       62.8096        83.2324        130.4067       90.0694        219.5905       
100.0000       15.0000        7.2098         269.8723       66.0739        84.8489        134.0442       91.3157        223.1989       
100.0000       16.0000        7.1568         274.2459       69.3671        86.4066        137.6960       92.5113        226.7022       
100.0000       17.0000        7.1056         278.5998       72.6824        87.9068        141.3560       93.6580        230.1014       
100.0000       18.0000        7.0558         282.9298       76.0134        89.3507        145.0185       94.7576        233.3975       
100.0000       19.0000        7.0076         287.2315       79.3535        90.7398        148.6777       95.8120        236.5913       
100.0000       20.0000        6.9606         291.5004       82.6959        92.0753        152.3277       96.8231        239.6839       
100.0000       21.0000        6.9148         295.7323       86.0343        93.3586        155.9625       97.7926        242.6761       
100.0000       22.0000        6.8701         299.9226       89.3619        94.5910        159.5765       98.7224        245.5689       
100.0000       23.0000        6.8263         304.0670       92.6721        95.7737        163.1636       99.6143        248.3632       
100.0000       24.0000        6.7834         308.1610       95.9585        96.9082        166.7180       100.4702       251.0600       
100.0000       25.0000        6.7411         312.2003       99.2144        97.9957        170.2338       101.2919       253.6601       
100.0000       26.0000        6.6994         316.1803       102.4332       99.0376        173.7053       102.0812       256.1645       
100.0000       27.0000        6.6582         320.0967       105.6083       100.0351       177.1264       102.8400       258.5741       
100.0000       28.0000        6.6173         323.9451       108.7332       100.9896       180.4913       103.5700       260.8898       
100.0000       29.0000        6.5766         327.7209       111.8011       101.9024       183.7942       104.2730       263.1125       
100.0000       30.0000        6.5360         331.4198       114.8057       102.7748       187.0292       104.9510       265.2432       
200.0000       0.0000         8.3485         199.1445       22.9915        52.1630        82.0035        64.3903        153.1362       
200.0000       1.0000         8.2528         203.4673       25.1736        54.7534        84.8871        66.5785        158.4047       
200.0000       2.0000         8.1607         207.8242       27.4756        57.2650        87.8627        68.6872        163.5479       
200.0000       3.0000         8.0722         212.2120       29.8910        59.6991        90.9249        70.7186        168.5673       
200.0000       4.0000         7.9871         216.6274       32.4133        62.0572        94.0681        72.6748        173.4647       
200.0000       5.0000         7.9053         221.0670       35.0360        64.3408        97.2868        74.5577        178.2413       
200.0000       6.0000         7.8266         225.5273       37.7526        66.5511        100.5755       76.3695        182.8987       
200.0000       7.0000         7.7509         230.0047       40.5565        68.6897        103.9285       78.1122        187.4383       
200.0000       8.0000         7.6782         234.4954       43.4413        70.7580        107.3403       79.7878        191.8613       
200.0000       9.0000         7.6081         238.9957       46.4004        72.7573        110.8052       81.3983        196.1690       
200.0000       10.0000        7.5407         243.5018       49.4273        74.6890        114.3175       82.9456        200.3628       
200.0000       11.0000        7.4758         248.0098       52.5154        76.5544        117.8716       84.4317        204.4437       
200.0000       12.0000        7.4132         252.5157       55.6582        78.3551        121.4618       85.8585        208.4131       
200.0000       13.0000        7.3529         257.0155       58.8490        80.0922        125.0822       87.2280        212.2721       
200.0000       14.0000        7.2946         261.5053       62.0815        81.7673        128.7273       88.5421        216.0217       
200.0000       15.0000        7.2384         265.9809       65.3490        83.3816        132.3912       89.8027        219.6632       
200.0000       16.0000        7.1839         270.4383       68.6449        84.9364        136.0681       91.0118        223.1977       
200.0000       17.0000        7.1312         274.8733       71.9627        86.4333        139.7524       92.1712        226.6262       
200.0000       18.0000        7.0801         279.2818       75.2958        87.8734        143.4383       93.2827        229.9498       
200.0000       19.0000        7.0304         283.6595       78.6377        89.2582        147.1198       94.3484        233.1696       
200.0000       20.0000        6.9821         288.0024       81.9817        90.5891        150.7914       95.3701        236.2867       
200.0000       21.0000        6.9350         292.3061       85.3214        91.8672        154.4471       96.3497        239.3020       
200.0000       22.0000        6.8889         296.5665       88.6501        93.0941        158.0812       97.2891        242.2167       
200.0000       23.0000        6.8439         300.7792       91.9613        94.2710        161.6878       98.1900        245.0317       
200.0000       24.0000        6.7997         304.9400       95.2485        95.3993        165.2612       99.0545        247.7481       
200.0000       25.0000        6.7561         309.0446       98.5049        96.4804        168.7954       99.8843        250.3668       
200.0000       26.0000        6.7132         313.0887       101.7241       97.5155        172.2848       100.6813       252.8890       
200.0000       27.0000        6.6708         317.0680       104.8994       98.5060        175.7234       101.4475       255.3155       
200.0000       28.0000        6.6286         320.9782       108.0244       99.4534        179.1054       102.1846       257.6475       
200.0000       29.0000        6.5867         324.8148       111.0924       100.3588       182.4250       102.8945       259.8858       
200.0000       30.0000        6.5449         328.5737       114.0968       101.2238       185.6764       103.5790       262.0315       
300.0000       0.0000         8.4134         192.7304       22.0627        50.4563        79.4929        62.2919        148.2409       
300.0000       1.0000         8.3150         197.2215       24.2547        53.0527        82.4308        64.5136        153.5870       
300.0000       2.0000         8.2204         201.7381       26.5657        55.5690        85.4575        66.6537        158.8026       
300.0000       3.0000         8.1294         206.2777       28.9894        58.0068        88.5680        68.7143        163.8899       
300.0000       4.0000         8.0419         210.8376       31.5192        60.3676        91.7570        70.6978        168.8506       
300.0000       5.0000         7.9579         215.4150       34.1488        62.6527        95.0191        72.6064        173.6865       
300.0000       6.0000         7.8770         220.0070       36.8716        64.8639        98.3490        74.4422        178.3995       
300.0000       7.0000         7.7992         224.6103       39.6812        67.0023        101.7412       76.2075        182.9911       
300.0000       8.0000         7.7244         229.2217       42.5711        69.0697        105.1903       77.9042        187.4629       
300.0000       9.0000         7.6524         233.8378       45.5348        71.0672        108.6908       79.5344        191.8165       
300.0000       10.0000        7.5830         238.4553       48.5658        72.9965        112.2371       81.1004        196.0532       
300.0000       11.0000        7.5162         243.0705       51.6576        74.8588        115.8236       82.6039        200.1746       
300.0000       12.0000        7.4518         247.6797       54.8037        76.6557        119.4448       84.0472        204.1818       
300.0000       13.0000        7.3897         252.2794       57.9974        78.3884        123.0950       85.4322        208.0764       
300.0000       14.0000        7.3297         256.8657       61.2324        80.0585        126.7686       86.7608        211.8596       
300.0000       15.0000        7.2717         261.4348       64.5020        81.6673        130.4599       88.0352        215.5326       
300.0000       16.0000        7.2156         265.9828       67.7998        83.2161        134.1633       89.2571        219.0968       
300.0000       17.0000        7.1613         270.5059       71.1191        84.7064        137.8731       90.4287        222.5533       
300.0000       18.0000        7.1085         275.0001       74.4535        86.1395        141.5835       91.5517        225.9032       
300.0000       19.0000        7.0573         279.4613       77.7964        87.5169        145.2888       92.6283        229.1479       
300.0000       20.0000        7.0074         283.8856       81.1412        88.8399        148.9834       93.6602        232.2885       
300.0000       21.0000        6.9587         288.2688       84.4814        90.1098        152.6614       94.6495        235.3260       
300.0000       22.0000        6.9112         292.6070       87.8105        91.3281        156.3171       95.5980        238.2617       
300.0000       23.0000        6.8646         296.8960       91.1218        92.4961        159.9448       96.5077        241.0967       
300.0000       24.0000        6.8189         301.1315       94.4089        93.6152        163.5386       97.3804        243.8320       
300.0000       25.0000        6.7739         305.3096       97.6651        94.6868        167.0929       98.2181        246.4688       
300.0000       26.0000        6.7295         309.4259       100.8839       95.7122        170.6018       99.0227        249.0082       
300.0000       27.0000        6.6856         313.4763       104.0587       96.6928        174.0596       99.7961        251.4512       
300.0000       28.0000        6.6421         317.4566       107.1831       97.6300        177.4604       100.5401       253.7989       
300.0000       29.0000        6.5988         321.3624       110.2504       98.5251        180.7984       101.2567       256.0524       
300.0000       30.0000        6.5556         325.1896       113.2540       99.3796        184.0679       101.9478       258.2128       
400.0000       0.0000         8.4804         186.1142       21.1047        48.6958        76.9032        60.1274        143.1913       
400.0000       1.0000         8.3792         190.7736       23.3060        51.2969        79.8948        62.3819        148.6133       
400.0000       2.0000         8.2820         195.4499       25.6256        53.8167        82.9724        64.5525        153.8998       
400.0000       3.0000         8.1886         200.1415       28.0571        56.2569        86.1310        66.6418        159.0532       
400.0000       4.0000         8.0987         204.8463       30.5940        58.6191        89.3655        68.6520        164.0758       
400.0000       5.0000         8.0123         209.5620       33.2300        60.9047        92.6708        70.5857        168.9697       
400.0000       6.0000         7.9292         214.2862       35.9586        63.1153        96.0417        72.4450        173.7370       
400.0000       7.0000         7.8493         219.0163       38.7735        65.2525        99.4730        74.2322        178.3794       
400.0000       8.0000         7.7724         223.7493       41.6681        67.3177        102.9593       75.9496        182.8989       
400.0000       9.0000         7.6983         228.4823       44.6361        69.3124        106.4953       77.5992        187.2972       
400.0000       10.0000        7.6270         233.2123       47.6708        71.2381        110.0756       79.1833        191.5759       
400.0000       11.0000        7.5583         237.9359       50.7659        73.0962        113.6946       80.7040        195.7366       
400.0000       12.0000        7.4920         242.6499       53.9149        74.8882        117.3469       82.1633        199.7810       
400.0000       13.0000        7.4280         247.3508       57.1112        76.6154        121.0270       83.5634        203.7104       
400.0000       14.0000        7.3662         252.0351       60.3484        78.2794        124.7293       84.9063        207.5263       
400.0000       15.0000        7.3065         256.6994       63.6198        79.8816        128.4483       86.1940        211.2301       
400.0000       16.0000        7.2486         261.3398       66.9191        81.4233        132.1783       87.4286        214.8233       
400.0000       17.0000        7.1926         265.9527       70.2397        82.9061        135.9138       88.6120        218.3071       
400.0000       18.0000        7.1382         270.5344       73.5751        84.3312        139.6490       89.7463        221.6828       
400.0000       19.0000        7.0853         275.0810       76.9187        85.7001        143.3784       90.8335        224.9519       
400.0000       20.0000        7.0338         279.5887       80.2639        87.0142        147.0962       91.8755        228.1154       
400.0000       21.0000        6.9835         284.0535       83.6044        88.2749        150.7969       92.8743        231.1747       
400.0000       22.0000        6.9344         288.4715       86.9335        89.4836        154.4746       93.8318        234.1310       
400.0000       23.0000        6.8863         292.8388       90.2447        90.6418        158.1237       94.7500        236.9855       
400.0000       24.0000        6.8390         297.1513       93.5314        91.7507        161.7384       95.6309        239.7394       
400.0000       25.0000        6.7925         301.4050       96.7871        92.8118        165.3131       96.4764        242.3939       
400.0000       26.0000        6.7466         305.5958       100.0053       93.8265        168.8420       97.2884        244.9501       
400.0000       27.0000        6.7012         309.7196       103.1794       94.7962        172.3193       98.0689        247.4093       
400.0000       28.0000        6.6562         313.7722       106.3029       95.7223        175.7393       98.8197        249.7725       
400.0000       29.0000        6.6114         317.7496       109.3692       96.6062        179.0963       99.5429        252.0410       
400.0000       30.0000        6.5667         321.6476       112.3718       97.4493        182.3844       100.2403       254.2158       
500.0000       0.0000         8.5482         179.4149       20.1346        46.9132        74.2810        57.9357        138.0782       
500.0000       1.0000         8.4443         184.2423       22.3451        49.5184        77.3262        60.2226        143.5753       
500.0000       2.0000         8.3445         189.0784       24.6730        52.0412        80.4544        62.4235        148.9319       
500.0000       3.0000         8.2485         193.9219       27.1121        54.4833        83.6608        64.5411        154.1509       
500.0000       4.0000         8.1563         198.7717       29.6559        56.8463        86.9407        66.5779        159.2347       
500.0000       5.0000         8.0675         203.6259       32.2981        59.1318        90.2891        68.5363        164.1860       
500.0000       6.0000         7.9822         208.4827       35.0324        61.3415        93.7011        70.4188        169.0069       
500.0000       7.0000         7.9001         213.3397       37.8524        63.4769        97.1713        72.2278        173.6997       
500.0000       8.0000         7.8211         218.1947       40.7516        65.5394        100.6949       73.9656        178.2663       
500.0000       9.0000         7.7450         223.0449       43.7236        67.5308        104.2663       75.6344        182.7088       
500.0000       10.0000        7.6716         227.8878       46.7619        69.4524        107.8805       77.2365        187.0290       
500.0000       11.0000        7.6010         232.7204       49.8602        71.3058        111.5320       78.7741        191.2288       
500.0000       12.0000        7.5328         237.5396       53.0119        73.0924        115.2155       80.2493        195.3097       
500.0000       13.0000        7.4670         242.3423       56.2106        74.8137        118.9255       81.6644        199.2735       
500.0000       14.0000        7.4033         247.1254       59.4498        76.4712        122.6566       83.0213        203.1218       
500.0000       15.0000        7.3418         251.8853       62.7230        78.0663        126.4033       84.3223        206.8562       
500.0000       16.0000        7.2822         256.6188       66.0237        79.6005        130.1600       85.5694        210.4780       
500.0000       17.0000        7.2245         261.3223       69.3454        81.0752        133.9212       86.7646        213.9889       
500.0000       18.0000        7.1684         265.9922       72.6816        82.4918        137.6814       87.9100        217.3901       
500.0000       19.0000        7.1138         270.6250       76.0257        83.8518        141.4349       89.0077        220.6832       
500.0000       20.0000        7.0606         275.2168       79.3714        85.1567        145.1762       90.0596        223.8695       
500.0000       21.0000        7.0088         279.7640       82.7119        86.4077        148.8996       91.0678        226.9504       
500.0000       22.0000        6.9580         284.2628       86.0410        87.6065        152.5994       92.0343        229.9270       
500.0000       23.0000        6.9083         288.7092       89.3519        88.7543        156.2701       92.9610        232.8009       
500.0000       24.0000        6.8595         293.0995       92.6382        89.8526        159.9059       93.8499        235.5732       
500.0000       25.0000        6.8114         297.4297       95.8933        90.9029        163.5011       94.7031        238.2452       
500.0000       26.0000        6.7640         301.6959       99.1108        91.9065        167.0501       95.5225        240.8182       
500.0000       27.0000        6.7170         305.8940       102.2840       92.8649        170.5472       96.3100        243.2934       
500.0000       28.0000        6.6705         310.0200       105.4065       93.7795        173.9866       97.0677        245.6720       
500.0000       29.0000        6.6242         314.0699       108.4718       94.6517        177.3626       97.7974        247.9552       
500.0000       30.0000        6.5780         318.0396       111.4732       95.4830        180.6695       98.5011        250.1443       
600.0000       0.0000         8.6164         172.6734       19.1585        45.1193        71.6422        55.7302        132.9330       
600.0000       1.0000         8.5098         177.6689       21.3780        47.7284        74.7409        58.0494        138.5048       
600.0000       2.0000         8.4074         182.6646       23.7142        50.2539        77.9196        60.2805        143.9312       
600.0000       3.0000         8.3089         187.6602       26.1607        52.6976        81.1739        62.4262        149.2153       
600.0000       4.0000         8.2142         192.6550       28.7113        55.0612        84.4992        64.4893        154.3601       
600.0000       5.0000         8.1232         197.6477       31.3597        57.3464        87.8906        66.4724        159.3683       
600.0000       6.0000         8.0356         202.6371       34.0995        59.5548        91.3434        68.3780        164.2426       
600.0000       7.0000         7.9513         207.6213       36.9245        61.6881        94.8527        70.2086        168.9854       
600.0000       8.0000         7.8701         212.5983       39.8281        63.7478        98.4134        71.9667        173.5989       
600.0000       9.0000         7.7920         217.5661       42.8041        65.7356        102.0203       73.6546        178.0854       
600.0000       10.0000        7.7166         222.5221       45.8460        67.6529        105.6684       75.2746        182.4469       
600.0000       11.0000        7.6440         227.4638       48.9473        69.5013        109.3524       76.8290        186.6854       
600.0000       12.0000        7.5739         232.3885       52.1017        71.2823        113.0671       78.3200        190.8028       
600.0000       13.0000        7.5062         237.2934       55.3028        72.9974        116.8070       79.7499        194.8008       
600.0000       14.0000        7.4408         242.1753       58.5439        74.6481        120.5669       81.1209        198.6813       
600.0000       15.0000        7.3774         247.0314       61.8187        76.2359        124.3413       82.4350        202.4459       
600.0000       16.0000        7.3161         251.8582       65.1207        77.7623        128.1247       83.6945        206.0963       
600.0000       17.0000        7.2566         256.6526       68.4434        79.2288        131.9118       84.9015        209.6341       
600.0000       18.0000        7.1988         261.4112       71.7804        80.6367        135.6969       86.0580        213.0607       
600.0000       19.0000        7.1425         266.1304       75.1251        81.9876        139.4747       87.1661        216.3777       
600.0000       20.0000        7.0877         270.8068       78.4710        83.2830        143.2394       88.2279        219.5867       
600.0000       21.0000        7.0342         275.4368       81.8116        84.5242        146.9856       89.2455        222.6889       
600.0000       22.0000        6.9819         280.0167       85.1405        85.7127        150.7076       90.2208        225.6859       
600.0000       23.0000        6.9306         284.5428       88.4511        86.8500        154.3999       91.1560        228.5790       
600.0000       24.0000        6.8801         289.0114       91.7369        87.9375        158.0568       92.0530        231.3696       
600.0000       25.0000        6.8305         293.4186       94.9914        88.9767        161.6727       92.9138        234.0591       
600.0000       26.0000        6.7815         297.7606       98.2081        89.9690        165.2420       93.7405        236.6487       
600.0000       27.0000        6.7330         302.0335       101.3804       90.9159        168.7588       94.5351        239.1398       
600.0000       28.0000        6.6849         306.2333       104.5019       91.8188        172.2177       95.2994        241.5337       
600.0000       29.0000        6.6371         310.3562       107.5660       92.6792        175.6129       96.0357        243.8317       
600.0000       30.0000        6.5894         314.3981       110.5662       93.4985        178.9387       96.7457        246.0351       
700.0000       0.0000         8.6849         165.9078       18.1788        43.3191        68.9940        53.5168        127.7693       
700.0000       1.0000         8.5755         171.0712       20.4073        45.9318        72.1461        55.8682        133.4157       
700.0000       2.0000         8.4705         176.2266       22.7517        48.4599        75.3753        58.1293        138.9116       
700.0000       3.0000         8.3695         181.3742       25.2056        50.9050        78.6774        60.3031        144.2606       
700.0000       4.0000         8.2724         186.5140       27.7630        53.2690        82.0479        62.3924        149.4661       
