The SAM model uses the reference state from Al2O3.dat at T = 0.000000       K
Reference data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
400.0000       56.0000        7.0720         760.6585       323.9732       303.8273       29.7962        736.5410       245.1994       457.7532       229.1083       589.0447       
400.0000       58.0000        7.0383         769.1826       330.0011       310.3070       30.0692        744.4534       247.7756       464.7446       230.7534       593.9450       
400.0000       60.0000        7.0058         777.6272       336.0292       316.7764       30.3356        752.3151       250.2993       471.7084       232.3558       598.7361       
400.0000       62.0000        6.9766         785.9930       342.0579       323.2358       30.5952        760.1264       252.7706       478.6449       233.9156       603.4187       
400.0000       64.0000        6.9482         794.2793       348.0868       329.6850       30.8482        767.8870       255.1894       485.5537       235.4327       607.9924       
400.0000       66.0000        6.9181         802.4856       354.1157       336.1236       31.0948        775.5963       257.5554       492.4344       236.9072       612.4570       
400.0000       68.0000        6.8884         810.6125       360.1448       342.5518       31.3349        783.2549       259.8688       499.2874       238.3392       616.8130       
400.0000       70.0000        6.8613         818.6606       366.1744       348.9701       31.5684        790.8631       262.1299       506.1131       239.7291       621.0612       
400.0000       72.0000        6.8353         826.6296       372.2043       355.3781       31.7953        798.4209       264.3387       512.9112       241.0769       625.2013       
400.0000       74.0000        6.8090         834.5192       378.2343       361.7758       32.0158        805.9278       266.4949       519.6816       242.3824       629.2332       
400.0000       76.0000        6.7823         842.3293       384.2645       368.1631       32.2298        813.3839       268.5987       526.4242       243.6459       633.1570       
400.0000       78.0000        6.7556         850.0603       390.2949       374.5400       32.4375        820.7893       270.6500       533.1392       244.8674       636.9729       
400.0000       80.0000        6.7293         857.7121       396.3254       380.9067       32.6388        828.1442       272.6490       539.8265       246.0471       640.6811       
500.0000       0.0000         8.3593         485.1851       154.1606       116.7252       19.3311        490.6356       149.2876       248.4230       163.0117       401.2290       
500.0000       2.0000         8.2829         496.0434       160.1861       123.5061       19.8273        500.0464       153.4044       256.2292       165.9950       409.5222       
500.0000       4.0000         8.2127         506.8174       166.2115       130.2760       20.3155        509.4029       157.4656       264.0058       168.9252       417.6789       
500.0000       6.0000         8.1484         517.5073       172.2369       137.0350       20.7956        518.7054       161.4714       271.7531       171.8031       425.7013       
500.0000       8.0000         8.0893         528.1135       178.2623       143.7831       21.2677        527.9540       165.4220       279.4709       174.6294       433.5915       
500.0000       10.0000        8.0347         538.6360       184.2877       150.5202       21.7319        537.1489       169.3174       287.1595       177.4047       441.3514       
500.0000       12.0000        7.9822         549.0742       190.3128       157.2462       22.1882        546.2894       173.1574       294.8184       180.1292       448.9820       
500.0000       14.0000        7.9299         559.4279       196.3374       163.9609       22.6369        555.3753       176.9418       302.4475       182.8034       456.4843       
500.0000       16.0000        7.8801         569.6982       202.3620       170.6645       23.0779        564.4075       180.6712       310.0472       185.4281       463.8609       
500.0000       18.0000        7.8343         579.8862       208.3867       177.3576       23.5113        573.3869       184.3463       317.6183       188.0042       471.1139       
500.0000       20.0000        7.7879         589.9901       214.4109       184.0393       23.9373        582.3121       187.9661       325.1596       190.5315       478.2429       
500.0000       22.0000        7.7367         600.0088       220.4344       190.7092       24.3559        591.1820       191.5302       332.6705       193.0097       485.2477       
500.0000       24.0000        7.6854         609.9445       226.4575       197.3680       24.7672        599.9983       195.0395       340.1522       195.4401       492.1313       
500.0000       26.0000        7.6389         619.7990       232.4810       204.0165       25.1711        608.7628       198.4952       347.6057       197.8239       498.8965       
500.0000       28.0000        7.5941         629.5717       238.5045       210.6542       25.5678        617.4747       201.8968       355.0305       200.1609       505.5433       
500.0000       30.0000        7.5484         639.2615       244.5277       217.2809       25.9573        626.1332       205.2440       362.4261       202.4511       512.0716       
500.0000       32.0000        7.5063         648.8705       250.5512       223.8972       26.3395        634.7401       208.5376       369.7936       204.6955       518.4839       
500.0000       34.0000        7.4723         658.4004       256.5756       230.5039       26.7144        643.2968       211.7786       377.1340       206.8951       524.7825       
500.0000       36.0000        7.4405         667.8492       262.6001       237.1001       27.0820        651.8015       214.9661       384.4461       209.0492       530.9661       
500.0000       38.0000        7.4045         677.2149       268.6240       243.6849       27.4429        660.2524       218.0989       391.7287       211.1573       537.0332       
500.0000       40.0000        7.3648         686.4977       274.6474       250.2583       27.7970        668.6498       221.1773       398.9819       213.2198       542.9847       
500.0000       42.0000        7.3238         695.6987       280.6706       256.8208       28.1442        676.9946       224.2018       406.2062       215.2371       548.8220       
500.0000       44.0000        7.2844         704.8190       286.6940       263.3729       28.4845        685.2877       227.1731       413.4024       217.2101       554.5466       
500.0000       46.0000        7.2487         713.8596       292.7177       269.9148       28.8177        693.5299       230.0914       420.5710       219.1390       560.1597       
500.0000       48.0000        7.2151         722.8200       298.7418       276.4464       29.1440        701.7208       232.9567       427.7116       221.0240       565.6612       
500.0000       50.0000        7.1820         731.6997       304.7659       282.9674       29.4635        709.8600       235.7687       434.8240       222.8651       571.0510       
500.0000       52.0000        7.1492         740.4989       310.7900       289.4779       29.7763        717.9476       238.5275       441.9082       224.6623       576.3295       
500.0000       54.0000        7.1170         749.2176       316.8143       295.9778       30.0823        725.9835       241.2331       448.9643       226.4158       581.4972       
500.0000       56.0000        7.0841         757.8556       322.8385       302.4671       30.3816        733.9677       243.8855       455.9921       228.1258       586.5540       
500.0000       58.0000        7.0500         766.4128       328.8625       308.9455       30.6744        741.9000       246.4846       462.9914       229.7924       591.5001       
500.0000       60.0000        7.0172         774.8901       334.8868       315.4137       30.9605        749.7811       249.0309       469.9629       231.4158       596.3365       
500.0000       62.0000        6.9876         783.2883       340.9115       321.8718       31.2397        757.6119       251.5247       476.9069       232.9966       601.0641       
500.0000       64.0000        6.9588         791.6066       346.9364       328.3195       31.5123        765.3915       253.9656       483.8231       234.5346       605.6824       
500.0000       66.0000        6.9283         799.8444       352.9612       334.7565       31.7785        773.1193       256.3535       490.7109       236.0296       610.1909       
500.0000       68.0000        6.8983         808.0023       358.9861       341.1830       32.0382        780.7960       258.6886       497.5708       237.4820       614.5905       
500.0000       70.0000        6.8707         816.0812       365.0114       347.5994       32.2911        788.4222       260.9713       504.4033       238.8921       618.8819       
500.0000       72.0000        6.8444         824.0806       371.0370       354.0055       32.5374        795.9977       263.2014       511.2081       240.2599       623.0648       
500.0000       74.0000        6.8177         832.0002       377.0625       360.4012       32.7773        803.5220       265.3787       517.9849       241.5854       627.1391       
500.0000       76.0000        6.7906         839.8399       383.0882       366.7863       33.0108        810.9951       267.5034       524.7337       242.8686       631.1049       
500.0000       78.0000        6.7636         847.6001       389.1139       373.1609       33.2379        818.4173       269.5754       531.4546       244.1097       634.9624       
500.0000       80.0000        6.7369         855.2808       395.1397       379.5252       33.4586        825.7886       271.5949       538.1478       245.3088       638.7118       
600.0000       0.0000         8.3850         481.1168       153.0765       115.3146       19.3086        487.2458       147.1413       246.2891       161.2678       397.0797       
600.0000       2.0000         8.3081         492.0336       159.1016       122.0997       19.8300        496.6954       151.2957       254.1140       164.2852       405.4476       
