The SAM model uses the reference state from Al2O3.dat at T = 0.000000       K
Reference data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
600.0000       32.0000        7.5237         645.5916       249.4432       222.5257       26.6844        631.8644       206.9074       367.8980       203.4224       515.3621       
600.0000       34.0000        7.4892         655.1629       255.4650       229.1332       27.0804        640.4472       210.1759       375.2500       205.6473       521.7157       
600.0000       36.0000        7.4570         664.6524       261.4870       235.7301       27.4691        648.9776       213.3905       382.5734       207.8264       527.9535       
600.0000       38.0000        7.4205         674.0576       267.5082       242.3152       27.8508        657.4533       216.5499       389.8667       209.9590       534.0736       
600.0000       40.0000        7.3804         683.3789       273.5286       248.8887       28.2257        665.8747       219.6543       397.1301       212.0454       540.0770       
600.0000       42.0000        7.3390         692.6176       279.5486       255.4511       28.5936        674.2427       222.7043       404.3643       214.0865       545.9653       
600.0000       44.0000        7.2992         701.7751       285.5686       262.0028       28.9545        682.5587       225.7007       411.5701       216.0827       551.7402       
600.0000       46.0000        7.2630         710.8524       291.5891       268.5443       29.3082        690.8235       228.6440       418.7481       218.0348       557.4031       
600.0000       48.0000        7.2290         719.8490       297.6098       275.0755       29.6548        699.0366       231.5339       425.8980       219.9427       562.9539       
600.0000       50.0000        7.1955         728.7644       303.6304       281.5959       29.9946        707.1976       234.3702       433.0194       221.8063       568.3924       
600.0000       52.0000        7.1623         737.5986       309.6510       288.1056       30.3275        715.3064       237.1530       440.1123       223.6259       573.7190       
600.0000       54.0000        7.1296         746.3518       315.6716       294.6046       30.6536        723.3633       239.8823       447.1769       225.4015       578.9340       
600.0000       56.0000        7.0964         755.0237       321.6920       301.0928       30.9731        731.3679       242.5580       454.2128       227.1333       584.0376       
600.0000       58.0000        7.0619         763.6142       327.7121       307.5700       31.2859        739.3201       245.1802       461.2200       228.8213       589.0299       
600.0000       60.0000        7.0287         772.1245       333.7324       314.0368       31.5919        747.2208       247.7492       468.1991       230.4661       593.9120       
600.0000       62.0000        6.9987         780.5553       339.7531       320.4935       31.8910        755.0709       250.2656       475.1508       232.0681       598.6849       
600.0000       64.0000        6.9695         788.9058       345.7740       326.9397       32.1835        762.8696       252.7290       482.0743       233.6270       603.3481       
600.0000       66.0000        6.9387         797.1752       351.7945       333.3749       32.4695        770.6160       255.1389       488.9692       235.1427       607.9009       
600.0000       68.0000        6.9082         805.3644       357.8150       339.7995       32.7489        778.3109       257.4959       495.8360       236.6157       612.3443       
600.0000       70.0000        6.8803         813.4742       363.8359       346.2141       33.0215        785.9553       259.8002       502.6753       238.0462       616.6793       
600.0000       72.0000        6.8536         821.5043       369.8571       352.6182       33.2875        793.5486       262.0519       509.4867       239.4342       620.9054       
600.0000       74.0000        6.8266         829.4540       375.8781       359.0117       33.5471        801.0903       264.2505       516.2699       240.7798       625.0225       
600.0000       76.0000        6.7991         837.3236       381.8991       365.3945       33.8003        808.5805       266.3962       523.0249       242.0828       629.0306       
600.0000       78.0000        6.7716         845.1131       387.9200       371.7668       34.0470        816.0195       268.4891       529.7518       243.3436       632.9300       
600.0000       80.0000        6.7447         852.8230       393.9411       378.1285       34.2874        823.4073       270.5293       536.4508       244.5623       636.7211       
700.0000       0.0000         8.4109         477.0303       151.9876       113.8976       19.2861        483.8407       144.9854       244.1457       159.5161       392.9117       
700.0000       2.0000         8.3333         488.0055       158.0122       120.6869       19.8327        493.3292       149.1774       251.9891       162.5676       401.3545       
700.0000       4.0000         8.2620         498.8937       164.0365       127.4648       20.3704        502.7615       153.3123       259.8020       165.5646       409.6576       
700.0000       6.0000         8.1965         509.6953       170.0605       134.2313       20.8994        512.1379       157.3903       267.5844       168.5080       417.8234       
700.0000       8.0000         8.1363         520.4106       176.0842       140.9864       21.4197        521.4587       161.4115       275.3365       171.3984       425.8542       
700.0000       10.0000        8.0806         531.0400       182.1077       147.7303       21.9315        530.7240       165.3762       283.0583       174.2366       433.7519       
700.0000       12.0000        8.0269         541.5824       188.1306       154.4624       22.4349        539.9329       169.2839       290.7494       177.0228       441.5172       
700.0000       14.0000        7.9736         552.0375       194.1526       161.1825       22.9301        549.0851       173.1344       298.4094       179.7571       449.1511       
700.0000       16.0000        7.9228         562.4070       200.1743       167.8912       23.4170        558.1821       176.9286       306.0392       182.4410       456.6567       
700.0000       18.0000        7.8759         572.6922       206.1959       174.5889       23.8959        567.2248       180.6673       313.6395       185.0751       464.0364       
700.0000       20.0000        7.8285         582.8909       212.2167       181.2748       24.3668        576.2113       184.3493       321.2090       187.6592       471.2893       
700.0000       22.0000        7.7763         593.0013       218.2361       187.9479       24.8301        585.1401       187.9739       328.7467       190.1929       478.4147       
700.0000       24.0000        7.7240         603.0265       224.2548       194.6095       25.2856        594.0138       191.5425       336.2541       192.6776       485.4164       
700.0000       26.0000        7.6765         612.9694       230.2739       201.2606       25.7334        602.8346       195.0567       343.7329       195.1150       492.2982       
700.0000       28.0000        7.6309         622.8285       236.2927       207.9005       26.1735        611.6016       198.5157       351.1823       197.5048       499.0596       
700.0000       30.0000        7.5841         632.6028       242.3108       214.5289       26.6062        620.3136       201.9191       358.6015       199.8468       505.7002       
700.0000       32.0000        7.5412         642.2951       248.3291       221.1467       27.0312        628.9731       205.2683       365.9922       202.1423       512.2234       
700.0000       34.0000        7.5062         651.9077       254.3485       227.7550       27.4485        637.5821       208.5645       373.3557       204.3926       518.6321       
700.0000       36.0000        7.4735         661.4380       260.3679       234.3525       27.8582        646.1383       211.8063       380.6904       206.5968       524.9243       
700.0000       38.0000        7.4367         670.8828       266.3861       240.9380       28.2610        654.6388       214.9923       387.9944       208.7540       531.0975       
700.0000       40.0000        7.3961         680.2427       272.4034       247.5115       28.6567        663.0841       218.1227       395.2680       210.8646       537.1530       
700.0000       42.0000        7.3543         689.5192       278.4202       254.0736       29.0455        671.4754       221.1983       402.5121       212.9293       543.0924       
700.0000       44.0000        7.3140         698.7139       284.4369       260.6249       29.4271        679.8143       224.2200       409.7274       214.9490       548.9179       
700.0000       46.0000        7.2774         707.8280       290.4540       267.1661       29.8014        688.1016       227.1883       416.9149       216.9243       554.6309       
700.0000       48.0000        7.2430         716.8609       296.4713       273.6967       30.1686        696.3370       230.1029       424.0740       218.8552       560.2312       
700.0000       50.0000        7.2090         725.8120       302.4884       280.2164       30.5288        704.5198       232.9636       431.2043       220.7415       565.7184       
700.0000       52.0000        7.1755         734.6814       308.5054       286.7253       30.8820        712.6500       235.7705       438.3060       222.5834       571.0932       
700.0000       54.0000        7.1424         743.4692       314.5223       293.2234       31.2284        720.7277       238.5236       445.3789       224.3812       576.3559       
700.0000       56.0000        7.1087         752.1752       320.5388       299.7104       31.5680        728.7528       241.2228       452.4230       226.1349       581.5065       
700.0000       58.0000        7.0739         760.7992       326.5550       306.1863       31.9009        736.7249       243.8680       459.4381       227.8446       586.5450       
700.0000       60.0000        7.0402         769.3424       332.5712       312.6516       32.2271        744.6452       246.4600       466.4249       229.5108       591.4730       
700.0000       62.0000        7.0098         777.8059       338.5878       319.1069       32.5462        752.5148       248.9991       473.3841       231.1340       596.2915       
700.0000       64.0000        6.9802         786.1888       344.6045       325.5515       32.8586        760.3326       251.4849       480.3151       232.7140       600.9997       
700.0000       66.0000        6.9490         794.4899       350.6207       331.9849       33.1645        768.0976       253.9170       487.2170       234.2505       605.5971       
700.0000       68.0000        6.9182         802.7104       356.6368       338.4077       33.4639        775.8108       256.2959       494.0907       235.7441       610.0845       
700.0000       70.0000        6.8899         810.8513       362.6533       344.8203       33.7564        783.4733       258.6221       500.9367       237.1951       614.4632       
700.0000       72.0000        6.8629         818.9121       368.6700       351.2224       34.0422        791.0844       260.8953       507.7547       238.6035       618.7328       
700.0000       74.0000        6.8354         826.8922       374.6864       357.6137       34.3216        798.6436       263.1153       514.5443       239.9692       622.8928       
700.0000       76.0000        6.8076         834.7917       380.7027       363.9942       34.5946        806.1510       265.2822       521.3055       241.2922       626.9435       
700.0000       78.0000        6.7798         842.6108       386.7188       370.3640       34.8612        813.6068       267.3961       528.0384       242.5729       630.8851       
700.0000       80.0000        6.7524         850.3498       392.7350       376.7232       35.1213        821.0112       269.4571       534.7432       243.8112       634.7180       
800.0000       0.0000         8.4369         472.9324       150.8956       112.4766       19.2635        480.4261       142.8234       241.9962       157.7595       388.7320       
800.0000       2.0000         8.3587         483.9660       156.9197       119.2701       19.8354        489.9534       147.0531       249.8582       160.8451       397.2496       
800.0000       4.0000         8.2868         494.9112       162.9433       126.0519       20.3980        499.4236       151.2249       257.6891       163.8756       405.6261       
800.0000       6.0000         8.2206         505.7686       168.9665       132.8220       20.9515        508.8369       155.3389       265.4890       166.8517       413.8638       
800.0000       8.0000         8.1599         516.5387       174.9894       139.5806       21.4961        518.1937       159.3956       273.2582       169.7743       421.9649       
800.0000       10.0000        8.1036         527.2214       181.0118       146.3277       22.0318        527.4941       163.3949       280.9966       172.6440       429.9316       
800.0000       12.0000        8.0494         537.8160       187.0335       153.0628       22.5589        536.7373       167.3365       288.7037       175.4610       437.7644       
800.0000       14.0000        7.9956         548.3218       193.0542       159.7856       23.0774        545.9226       171.2201       296.3792       178.2256       445.4642       
800.0000       16.0000        7.9442         558.7410       199.0743       166.4967       23.5875        555.0519       175.0468       304.0240       180.9390       453.0344       
800.0000       18.0000        7.8968         569.0748       205.0943       173.1968       24.0892        564.1262       178.8174       311.6388       183.6023       460.4776       
800.0000       20.0000        7.8489         579.3209       211.1133       179.8846       24.5828        573.1434       182.5306       319.2224       186.2149       467.7926       
800.0000       22.0000        7.7962         589.4773       217.1306       186.5593       25.0685        582.1017       186.1855       326.7734       188.7763       474.9784       
800.0000       24.0000        7.7434         599.5473       223.1471       193.2222       25.5464        591.0040       189.7838       334.2937       191.2883       482.0393       
800.0000       26.0000        7.6954         609.5343       229.1638       199.8745       26.0162        599.8530       193.3272       341.7851       193.7526       488.9796       
800.0000       28.0000        7.6493         619.4368       235.1802       206.5155       26.4782        608.6475       196.8151       349.2467       196.1688       495.7984       
800.0000       30.0000        7.6021         629.2534       241.1957       213.1446       26.9326        617.3863       200.2467       356.6777       198.5368       502.4953       
800.0000       32.0000        7.5587         638.9874       247.2114       219.7631       27.3792        626.0721       203.6237       364.0800       200.8580       509.0741       
800.0000       34.0000        7.5233         648.6415       253.2281       226.3721       27.8178        634.7073       206.9476       371.4550       203.1338       515.5381       
800.0000       36.0000        7.4902         658.2125       259.2449       232.9703       28.2487        643.2891       210.2167       378.8009       205.3631       521.8847       
800.0000       38.0000        7.4528         667.6970       265.2602       239.5560       28.6725        651.8144       213.4293       386.1156       207.5449       528.1112       
800.0000       40.0000        7.4118         677.0956       271.2744       246.1294       29.0893        660.2837       216.5858       393.3994       209.6796       534.2188       
800.0000       42.0000        7.3696         686.4099       277.2878       252.6912       29.4990        668.6984       219.6871       400.6533       211.7681       540.2095       
800.0000       44.0000        7.3289         695.6418       283.3012       259.2422       29.9014        677.0601       222.7341       407.8782       213.8113       546.0856       
800.0000       46.0000        7.2918         704.7928       289.3149       265.7829       30.2964        685.3701       225.7274       415.0751       215.8099       551.8487       
800.0000       48.0000        7.2570         713.8621       295.3287       272.3129       30.6842        693.6278       228.6669       422.2434       217.7638       557.4986       
800.0000       50.0000        7.2227         722.8490       301.3423       278.8320       31.0648        701.8323       231.5520       429.3827       219.6728       563.0348       
800.0000       52.0000        7.1887         731.7536       307.3556       285.3400       31.4385        709.9838       234.3830       436.4930       221.5372       568.4579       
800.0000       54.0000        7.1552         740.5761       313.3687       291.8371       31.8052        718.0825       237.1599       443.5745       223.3572       573.7683       
800.0000       56.0000        7.1211         749.3162       319.3814       298.3230       32.1651        726.1280       239.8826       450.6267       225.1328       578.9660       
800.0000       58.0000        7.0858         757.9736       325.3935       304.7975       32.5183        734.1201       242.5510       457.6496       226.8642       584.0510       
800.0000       60.0000        7.0518         766.5499       331.4056       311.2614       32.8646        742.0601       245.1659       464.6441       228.5518       589.0250       
800.0000       62.0000        7.0210         775.0463       337.4181       317.7151       33.2038        749.9491       247.7278       471.6109       230.1964       593.8891       
800.0000       64.0000        6.9910         783.4615       343.4306       324.1581       33.5363        757.7860       250.2361       478.5492       231.7975       598.6425       
800.0000       66.0000        6.9595         791.7945       349.4425       330.5898       33.8623        765.5697       252.6905       485.4582       233.3549       603.2845       
800.0000       68.0000        6.9282         800.0464       355.4542       337.0106       34.1816        773.3012       255.0914       492.3387       234.8692       607.8162       
800.0000       70.0000        6.8995         808.2184       361.4662       343.4212       34.4941        780.9818       257.4394       499.1915       236.3408       612.2387       
800.0000       72.0000        6.8721         816.3100       367.4783       349.8213       34.7998        788.6108       259.7343       506.0161       237.7696       616.5518       
800.0000       74.0000        6.8443         824.3205       373.4901       356.2104       35.0991        796.1875       261.9758       512.8121       239.1555       620.7549       
800.0000       76.0000        6.8161         832.2500       379.5016       362.5885       35.3920        803.7121       264.1639       519.5795       240.4986       624.8483       
800.0000       78.0000        6.7879         840.0987       385.5129       368.9558       35.6784        811.1848       266.2989       526.3184       241.7991       628.8322       
800.0000       80.0000        6.7602         847.8671       391.5241       375.3124       35.9585        818.6058       268.3807       533.0290       243.0572       632.7071       
900.0000       0.0000         8.4629         468.8267       149.8016       111.0530       19.2409        477.0051       140.6574       239.8427       155.9996       384.5445       
900.0000       2.0000         8.3841         479.9187       155.8251       117.8506       19.8381        486.5712       144.9248       247.7233       159.1194       393.1370       
900.0000       4.0000         8.3116         490.9211       161.8480       124.6362       20.4257        496.0792       149.1334       255.5722       162.1833       401.5868       
900.0000       6.0000         8.2449         501.8344       167.8704       131.4100       21.0038        505.5294       153.2836       263.3896       165.1922       409.8964       
900.0000       8.0000         8.1835         512.6590       173.8923       138.1721       21.5727        514.9223       157.3757       271.1758       168.1470       418.0680       
900.0000       10.0000        8.1267         523.3952       179.9137       144.9224       22.1324        524.2578       161.4097       278.9308       171.0483       426.1037       
900.0000       12.0000        8.0720         534.0419       185.9342       151.6604       22.6831        533.5352       165.3852       286.6539       173.8961       434.0039       
900.0000       14.0000        8.0176         544.5985       191.9535       158.3858       23.2251        542.7537       169.3020       294.3448       176.6909       441.7697       
900.0000       16.0000        7.9657         555.0673       197.9721       165.0994       23.7584        551.9152       173.1611       302.0045       179.4339       449.4045       
900.0000       18.0000        7.9178         565.4499       203.9904       171.8017       24.2830        561.0211       176.9636       309.6340       182.1264       456.9113       
900.0000       20.0000        7.8693         575.7434       210.0075       178.4914       24.7992        570.0690       180.7080       317.2315       184.7674       464.2884       
900.0000       22.0000        7.8161         585.9457       216.0227       185.1677       25.3075        579.0567       184.3932       324.7959       187.3567       471.5347       
900.0000       24.0000        7.7629         596.0606       222.0369       191.8319       25.8076        587.9877       188.0212       332.3290       189.8960       478.6550       
900.0000       26.0000        7.7144         606.0918       228.0513       198.4853       26.2996        596.8649       191.5940       339.8330       192.3872       485.6537       
900.0000       28.0000        7.6678         616.0376       234.0652       205.1274       26.7835        605.6870       195.1107       347.3069       194.8299       492.5300       
900.0000       30.0000        7.6202         625.8966       240.0781       211.7572       27.2597        614.4525       198.5705       354.7497       197.2239       499.2833       
900.0000       32.0000        7.5763         635.6723       246.0911       218.3764       27.7279        623.1646       201.9755       362.1634       199.5708       505.9178       
900.0000       34.0000        7.5404         645.3679       252.1053       224.9861       28.1879        631.8260       205.3270       369.5499       201.8720       512.4370       
900.0000       36.0000        7.5068         654.9797       258.1193       231.5848       28.6401        640.4335       208.6234       376.9071       204.1265       518.8381       
900.0000       38.0000        7.4690         664.5039       264.1317       238.1708       29.0851        648.9836       211.8627       384.2325       206.3330       525.1179       
900.0000       40.0000        7.4276         673.9411       270.1427       244.7441       29.5229        657.4768       215.0454       391.5265       208.4919       531.2778       
900.0000       42.0000        7.3849         683.2933       276.1529       251.3057       29.9536        665.9149       218.1723       398.7902       210.6042       537.3199       
900.0000       44.0000        7.3438         692.5626       282.1628       257.8562       30.3769        674.2995       221.2446       406.0247       212.6709       543.2467       
900.0000       46.0000        7.3063         701.7504       288.1731       264.3964       30.7926        682.6321       224.2631       413.2309       214.6928       549.0600       
900.0000       48.0000        7.2711         710.8562       294.1835       270.9259       31.2010        690.9120       227.2273       420.4085       216.6697       554.7595       
900.0000       50.0000        7.2363         719.8789       300.1934       277.4442       31.6022        699.1383       230.1370       427.5567       218.6015       560.3448       
900.0000       52.0000        7.2019         728.8187       306.2030       283.9514       31.9963        707.3112       232.9921       434.6757       220.4884       565.8162       
900.0000       54.0000        7.1680         737.6760       312.2124       290.4474       32.3834        715.4309       235.7929       441.7656       222.3307       571.1744       
900.0000       56.0000        7.1335         746.4502       318.2211       296.9321       32.7636        723.4968       238.5391       448.8259       224.1283       576.4192       
900.0000       58.0000        7.0979         755.1412       324.2292       303.4053       33.1372        731.5089       241.2308       455.8567       225.8813       581.5508       
900.0000       60.0000        7.0634         763.7506       330.2371       309.8677       33.5038        739.4685       243.8686       462.8588       227.5905       586.5708       
900.0000       62.0000        7.0322         772.2798       336.2455       316.3199       33.8631        747.3770       246.4533       469.8332       229.2564       591.4807       
900.0000       64.0000        7.0019         780.7274       342.2538       322.7613       34.2157        755.2330       248.9842       476.7788       230.8787       596.2794       
900.0000       66.0000        6.9699         789.0923       348.2613       329.1911       34.5618        763.0354       251.4609       483.6949       232.4571       600.9661       
900.0000       68.0000        6.9383         797.3756       354.2685       335.6099       34.9012        770.7853       253.8838       490.5823       233.9921       605.5420       
900.0000       70.0000        6.9092         805.5788       360.2761       342.0185       35.2336        778.4840       256.2537       497.4419       235.4842       610.0086       
900.0000       72.0000        6.8814         813.7013       366.2836       348.4165       35.5593        786.1309       258.5704       504.2731       236.9335       614.3653       
900.0000       74.0000        6.8532         821.7423       372.2908       354.8034       35.8786        793.7252       260.8333       511.0755       238.3397       618.6116       
900.0000       76.0000        6.8247         829.7018       378.2975       361.1791       36.1914        801.2669       263.0427       517.8490       239.7029       622.7477       
900.0000       78.0000        6.7961         837.5802       384.3040       367.5439       36.4978        808.7565       265.1988       524.5939       241.0234       626.7740       
900.0000       80.0000        6.7680         845.3779       390.3102       373.8979       36.7978        816.1941       267.3016       531.3103       242.3013       630.6910       
1000.0000      0.0000         8.4889         464.7157       148.7061       109.6275       19.2182        473.5796       138.4885       237.6864       154.2374       380.3515       
1000.0000      2.0000         8.4095         475.8662       154.7290       116.4291       19.8408        483.1845       142.7936       245.5855       157.3913       389.0190       
1000.0000      4.0000         8.3364         486.9256       160.7513       123.2186       20.4533        492.7303       147.0391       253.4524       160.4887       397.5422       
1000.0000      6.0000         8.2691         497.8947       166.7728       129.9961       21.0562        502.2174       151.2255       261.2874       163.5305       405.9235       
1000.0000      8.0000         8.2072         508.7740       172.7938       136.7616       21.6494        511.6463       155.3530       269.0906       166.5174       414.1656       
1000.0000      10.0000        8.1498         519.5637       178.8141       143.5151       22.2331        521.0170       159.4217       276.8621       169.4502       422.2703       
1000.0000      12.0000        8.0946         530.2625       184.8333       150.2560       22.8076        530.3285       163.4312       284.6012       172.3290       430.2382       
1000.0000      14.0000        8.0396         540.8699       190.8512       156.9841       23.3730        539.5801       167.3810       292.3075       175.1540       438.0699       
1000.0000      16.0000        7.9872         551.3883       196.8682       163.7000       23.9295        548.7740       171.2727       299.9822       177.9267       445.7694       
1000.0000      18.0000        7.9388         561.8196       202.8849       170.4045       24.4770        557.9115       175.1071       307.6262       180.6483       453.3398       
1000.0000      20.0000        7.8898         572.1605       208.9002       177.0962       25.0160        566.9900       178.8827       315.2377       183.3179       460.7790       
1000.0000      22.0000        7.8361         582.4088       214.9132       183.7740       25.5468        576.0072       182.5982       322.8154       185.9349       468.0859       
1000.0000      24.0000        7.7824         592.5686       220.9250       190.4395       26.0693        584.9668       186.2560       330.3614       188.5015       475.2654       
1000.0000      26.0000        7.7334         602.6440       226.9370       197.0941       26.5834        593.8722       189.8581       337.8779       191.0197       482.3227       
1000.0000      28.0000        7.6864         612.6332       232.9485       203.7371       27.0893        602.7218       193.4036       345.3640       193.4889       489.2566       
1000.0000      30.0000        7.6382         622.5345       238.9587       210.3677       27.5873        611.5140       196.8918       352.8186       195.9089       496.0663       
1000.0000      32.0000        7.5939         632.3520       244.9691       216.9875       28.0772        620.2525       200.3246       360.2439       198.2815       502.7565       
1000.0000      34.0000        7.5575         642.0890       250.9806       223.5979       28.5586        628.9401       203.7039       367.6419       200.6083       509.3310       
1000.0000      36.0000        7.5235         651.7417       256.9919       230.1972       29.0321        637.5732       207.0276       375.0102       202.8880       515.7867       
1000.0000      38.0000        7.4853         661.3056       263.0014       236.7833       29.4983        646.1481       210.2936       382.3463       205.1191       522.1199       
1000.0000      40.0000        7.4434         670.7816       269.0092       243.3566       29.9572        654.6654       213.5024       389.6505       207.3022       528.3320       
1000.0000      42.0000        7.4002         680.1716       275.0160       249.9178       30.4089        663.1268       216.6550       396.9240       209.4384       534.4255       
1000.0000      44.0000        7.3587         689.4782       281.0225       256.4679       30.8531        671.5343       219.7527       404.1681       211.5286       540.4030       
1000.0000      46.0000        7.3208         698.7030       287.0294       263.0076       31.2896        679.8895       222.7963       411.3837       213.5738       546.2666       
1000.0000      48.0000        7.2852         707.8452       293.0362       269.5365       31.7187        688.1917       225.7854       418.5705       215.5738       552.0158       
1000.0000      50.0000        7.2500         716.9037       299.0426       276.0541       32.1404        696.4398       228.7195       425.7276       217.5284       557.6501       
1000.0000      52.0000        7.2151         725.8788       305.0485       282.5604       32.5551        704.6341       231.5989       432.8553       219.4379       563.1700       
1000.0000      54.0000        7.1808         734.7709       311.0540       289.0554       32.9626        712.7747       234.4235       439.9536       221.3024       568.5761       
1000.0000      56.0000        7.1460         743.5792       317.0588       295.5389       33.3632        720.8611       237.1933       447.0221       223.1221       573.8681       
1000.0000      58.0000        7.1099         752.3038       323.0628       302.0107       33.7571        728.8932       239.9082       454.0607       224.8968       579.0463       
1000.0000      60.0000        7.0751         760.9463       329.0666       308.4715       34.1440        736.8725       242.5691       461.0705       226.6276       584.1125       
1000.0000      62.0000        7.0435         769.5084       335.0709       314.9222       34.5235        744.8004       245.1766       468.0524       228.3148       589.0681       
1000.0000      64.0000        7.0127         777.9885       341.0749       321.3619       34.8962        752.6756       247.7301       475.0054       229.9583       593.9122       
1000.0000      66.0000        6.9804         786.3853       347.0780       327.7899       35.2625        760.4966       250.2291       481.9286       231.5576       598.6436       
1000.0000      68.0000        6.9484         794.7001       353.0808       334.2068       35.6220        768.2648       252.6741       488.8228       233.1134       603.2639       
1000.0000      70.0000        6.9189         802.9345       359.0838       340.6134       35.9745        775.9817       255.0660       495.6891       234.6262       607.7744       
1000.0000      72.0000        6.8908         811.0879       365.0868       347.0093       36.3202        783.6465       257.4043       502.5270       236.0960       612.1748       
1000.0000      74.0000        6.8622         819.1594       371.0893       353.3939       36.6594        791.2584       259.6888       509.3357       237.5224       616.4644       
1000.0000      76.0000        6.8332         827.1489       377.0912       359.7673       36.9923        798.8173       261.9195       516.1154       238.9058       620.6433       
1000.0000      78.0000        6.8043         835.0571       383.0928       366.1295       37.3187        806.3238       264.0967       522.8663       240.2462       624.7121       
1000.0000      80.0000        6.7758         842.8842       389.0940       372.4809       37.6387        813.7781       266.2204       529.5885       241.5440       628.6712       
1100.0000      0.0000         8.5150         460.6008       147.6096       108.2007       19.1956        470.1508       136.3176       235.5280       152.4735       376.1545       
1100.0000      2.0000         8.4350         471.8096       153.6319       115.0064       19.8435        479.7945       140.6604       243.4456       155.6616       384.8969       
1100.0000      4.0000         8.3613         482.9262       159.6534       121.7997       20.4811        489.3781       144.9428       251.3305       158.7925       393.4935       
1100.0000      6.0000         8.2934         493.9512       165.6741       128.5807       21.1086        498.9021       149.1653       259.1830       161.8670       401.9468       
1100.0000      8.0000         8.2309         504.8851       171.6941       135.3496       21.7261        508.3670       153.3282       267.0032       164.8862       410.2593       
1100.0000      10.0000        8.1730         515.7282       177.7134       142.1063       22.3339        517.7729       157.4317       274.7913       167.8506       418.4331       
1100.0000      12.0000        8.1172         526.4792       183.7313       148.8502       22.9321        527.1185       161.4751       282.5464       170.7603       426.4685       
1100.0000      14.0000        8.0617         537.1373       189.7477       155.5808       23.5210        536.4033       165.4581       290.2681       173.6155       434.3663       
1100.0000      16.0000        8.0087         547.7054       195.7631       162.2992       24.1007        545.6294       169.3823       297.9576       176.4178       442.1305       
1100.0000      18.0000        7.9598         558.1854       201.7782       169.0059       24.6713        554.7985       173.2486       305.6162       179.1686       449.7645       
1100.0000      20.0000        7.9103         568.5738       207.7916       175.6995       25.2330        563.9077       177.0554       313.2418       181.8667       457.2659       
1100.0000      22.0000        7.8561         578.8680       213.8024       182.3788       25.7864        572.9544       180.8013       320.8327       184.5116       464.6333       
1100.0000      24.0000        7.8019         589.0727       219.8120       189.0455       26.3313        581.9426       184.4888       328.3915       187.1055       471.8722       
1100.0000      26.0000        7.7525         599.1924       225.8216       195.7013       26.8676        590.8762       188.1203       335.9207       189.6506       478.9880       
1100.0000      28.0000        7.7049         609.2249       231.8305       202.3453       27.3955        599.7533       191.6947       343.4190       192.1464       485.9794       
1100.0000      30.0000        7.6563         619.1686       237.8381       208.9766       27.9153        608.5723       195.2111       350.8853       194.5924       492.8456       
1100.0000      32.0000        7.6115         629.0278       243.8457       215.5970       28.4269        617.3370       198.6719       358.3221       196.9908       499.5916       
1100.0000      34.0000        7.5747         638.8064       249.8546       222.2081       28.9298        626.0508       202.0788       365.7316       199.3431       506.2215       
1100.0000      36.0000        7.5402         648.4999       255.8632       228.8079       29.4245        634.7097       205.4299       373.1112       201.6480       512.7317       
1100.0000      38.0000        7.5015         658.1036       261.8697       235.3943       29.9119        643.3094       208.7226       380.4580       203.9038       519.1183       
1100.0000      40.0000        7.4592         667.6183       267.8744       241.9675       30.3921        651.8506       211.9576       387.7723       206.1111       525.3827       
1100.0000      42.0000        7.4156         677.0462       273.8778       248.5283       30.8648        660.3353       215.1360       395.0556       208.2711       531.5277       
1100.0000      44.0000        7.3736         686.3901       279.8809       255.0780       31.3299        668.7658       218.2590       402.3092       210.3850       537.5560       
1100.0000      46.0000        7.3353         695.6519       285.8843       261.6172       31.7873        677.1436       221.3278       409.5343       212.4535       543.4699       
1100.0000      48.0000        7.2993         704.8305       291.8876       268.1455       32.2370        685.4680       224.3417       416.7302       214.4766       549.2688       
1100.0000      50.0000        7.2637         713.9249       297.8904       274.6623       32.6794        693.7380       227.3004       423.8963       216.4540       554.9522       
1100.0000      52.0000        7.2284         722.9354       303.8926       281.1677       33.1145        701.9536       230.2039       431.0326       218.3860       560.5206       
1100.0000      54.0000        7.1937         731.8622       309.8943       287.6617       33.5425        710.1152       233.0525       438.1393       220.2729       565.9745       
1100.0000      56.0000        7.1584         740.7047       315.8951       294.1439       33.9636        718.2221       235.8459       445.2160       222.1145       571.3139       
1100.0000      58.0000        7.1220         749.4628       321.8950       300.6143       34.3778        726.2742       238.5840       452.2625       223.9111       576.5386       
1100.0000      60.0000        7.0867         758.1386       327.8947       307.0736       34.7850        734.2731       241.2679       459.2799       225.6634       581.6510       
1100.0000      62.0000        7.0547         766.7335       333.8948       313.5228       35.1848        742.2206       243.8983       466.2693       227.3721       586.6525       
1100.0000      64.0000        7.0236         775.2461       339.8945       319.9608       35.5777        750.1149       246.4744       473.2297       229.0368       591.5419       
1100.0000      66.0000        6.9909         783.6748       345.8932       326.3869       35.9641        757.9546       248.9957       480.1599       230.6570       596.3182       
1100.0000      68.0000        6.9585         792.0211       351.8915       332.8019       36.3438        765.7412       251.4628       487.0610       232.2336       600.9828       
1100.0000      70.0000        6.9286         800.2868       357.8900       339.2064       36.7163        773.4762       253.8766       493.9341       233.7671       605.5374       
