Output data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
1500.0000      7.7288         30.0000        4.3813         605.6821       233.3481       203.4027       29.2296        596.7852       188.4770       343.1618       342.8868       343.0243       190.4906       188.3456       189.4181       482.2405       477.5909       479.9174       0.2668         0.5522         18.4573        0.0057         0.0577         11.6592        8.8483         348.2945       
1500.0000      7.6821         32.0000        4.4079         615.7085       239.3447       210.0256       29.8280        605.6553       192.0495       350.6515       350.3706       350.5111       192.9679       190.8077       191.8878       489.1714       484.4765       486.8257       0.2685         0.5475         18.4031        0.0056         0.0574         11.7287        8.9173         350.2757       
1500.0000      7.6435         34.0000        4.4302         625.6532       245.3429       216.6392       30.4169        614.4738       195.5675       358.1136       357.8270       357.9703       195.4019       193.2176       194.3098       495.9940       491.2347       493.6161       0.2702         0.5428         18.3470        0.0056         0.0573         11.8018        8.9890         352.2539       
1500.0000      7.6071         36.0000        4.4514         635.5101       251.3405       223.2410       30.9971        623.2354       199.0279       365.5445       365.2525       365.3985       197.7903       195.5735       196.6819       502.7028       497.8610       500.2837       0.2718         0.5383         18.2887        0.0056         0.0575         11.8743        9.0602         354.1862       
1500.0000      7.5667         38.0000        4.4752         645.2728       257.3351       229.8282       31.5696        631.9343       202.4277       372.9403       372.6430       372.7917       200.1308       197.8734       199.0021       509.2919       504.3503       506.8229       0.2734         0.5338         18.2280        0.0057         0.0578         11.9412        9.1270         356.0219       
1500.0000      7.5226         40.0000        4.5014         654.9425       263.3269       236.4009       32.1344        640.5715       205.7674       380.3015       379.9993       380.1504       202.4237       200.1185       201.2711       515.7626       510.7049       513.2356       0.2750         0.5295         18.1650        0.0057         0.0584         12.0029        9.1898         357.7659       
1500.0000      7.4773         42.0000        4.5287         664.5222       269.3168       242.9604       32.6916        649.1496       209.0488       387.6299       387.3229       387.4764       204.6705       202.3106       203.4905       522.1179       516.9291       519.5254       0.2765         0.5252         18.0998        0.0058         0.0591         12.0612        9.2499         359.4389       
1500.0000      7.4335         44.0000        4.5553         674.0156       275.3061       249.5082       33.2406        657.6717       212.2735       394.9275       394.6160       394.7717       206.8724       204.4515       205.6620       528.3611       523.0273       525.6962       0.2781         0.5210         18.0325        0.0059         0.0600         12.1185        9.3092         361.0661       
1500.0000      7.3935         46.0000        4.5800         683.4252       281.2956       256.0453       33.7813        666.1401       215.4429       402.1959       401.8800       402.0379       209.0304       206.5429       207.7866       534.4948       529.0030       531.7510       0.2796         0.5168         17.9631        0.0060         0.0610         12.1768        9.3692         362.6668       
1500.0000      7.3558         48.0000        4.6035         692.7498       287.2848       262.5711       34.3140        674.5536       218.5564       409.4341       409.1142       409.2741       211.1441       208.5845       209.8643       540.5178       534.8559       537.6890       0.2810         0.5128         17.8918        0.0061         0.0621         12.2348        9.4290         364.2310       
1500.0000      7.3185         50.0000        4.6269         701.9878       293.2730       269.0848       34.8390        682.9108       221.6133       416.6413       416.3175       416.4794       213.2130       210.5764       211.8947       546.4288       540.5852       543.5093       0.2825         0.5088         17.8184        0.0062         0.0634         12.2912        9.4875         365.7444       
1500.0000      7.2816         52.0000        4.6504         711.1396       299.2602       275.5865       35.3565        691.2120       224.6137       423.8175       423.4901       423.6538       215.2373       212.5189       213.8781       552.2282       546.1920       549.2125       0.2839         0.5048         17.7429        0.0064         0.0647         12.3460        9.5447         367.2080       
1500.0000      7.2452         54.0000        4.6737         720.2056       305.2465       282.0762       35.8666        699.4574       227.5581       430.9629       430.6322       430.7976       217.2171       214.4126       215.8149       557.9163       551.6775       554.7994       0.2854         0.5010         17.6654        0.0065         0.0662         12.3993        9.6008         368.6241       
1500.0000      7.2083         56.0000        4.6976         729.1851       311.2315       288.5535       36.3694        707.6463       230.4459       438.0771       437.7433       437.9102       219.1523       216.2577       217.7050       563.4926       557.0415       560.2697       0.2868         0.4971         17.5858        0.0066         0.0677         12.4503        9.6550         369.9843       
1500.0000      7.1703         58.0000        4.7226         738.0777       317.2150       295.0182       36.8654        715.7784       233.2772       445.1596       444.8229       444.9913       221.0426       218.0542       219.5484       568.9567       562.2845       565.6234       0.2882         0.4934         17.5043        0.0068         0.0693         12.4985        9.7070         371.2839       
1500.0000      7.1334         60.0000        4.7469         746.8862       323.1979       301.4714       37.3540        723.8561       236.0533       452.2122       451.8729       452.0426       222.8893       219.8036       221.3465       574.3112       567.4096       570.8634       0.2895         0.4897         17.4208        0.0070         0.0709         12.5459        9.7585         372.5450       
1500.0000      7.0999         62.0000        4.7694         755.6129       329.1812       307.9143       37.8349        731.8814       238.7752       459.2363       458.8946       459.0655       224.6931       221.5070       223.1001       579.5581       572.4194       575.9919       0.2909         0.4860         17.3354        0.0071         0.0727         12.5945        9.8108         373.7873       
1500.0000      7.0672         64.0000        4.7915         764.2555       335.1639       314.3457       38.3087        739.8524       241.4420       466.2304       465.8866       466.0585       226.4532       223.1639       224.8085       584.6953       577.3124       581.0072       0.2922         0.4824         17.2482        0.0073         0.0744         12.6423        9.8625         374.9901       
1500.0000      7.0329         66.0000        4.8148         772.8120       341.1449       320.7643       38.7759        747.7669       244.0527       473.1931       472.8474       473.0203       228.1690       224.7736       226.4713       589.7210       582.0869       585.9075       0.2936         0.4788         17.1590        0.0075         0.0763         12.6869        9.9117         376.1321       
1500.0000      6.9989         68.0000        4.8382         781.2845       347.1251       327.1712       39.2364        755.6270       246.6084       480.1257       479.7783       479.9520       229.8412       226.3374       228.0893       594.6372       586.7456       590.6952       0.2949         0.4752         17.0679        0.0077         0.0781         12.7303        9.9600         377.2317       
1500.0000      6.9676         70.0000        4.8600         789.6754       353.1055       333.5676       39.6894        763.4347       249.1101       487.0297       486.6809       486.8553       231.4707       227.8562       229.6634       599.4458       591.2909       595.3723       0.2962         0.4717         16.9751        0.0079         0.0800         12.7744        10.0088        378.3101       
1500.0000      6.9375         72.0000        4.8810         797.9836       359.0855       339.9529       40.1355        771.1892       251.5575       493.9043       493.5544       493.7294       233.0571       229.3299       231.1935       604.1459       595.7222       599.9382       0.2975         0.4683         16.8804        0.0081         0.0820         12.8182        10.0575        379.3565       
1500.0000      6.9070         74.0000        4.9026         806.2077       365.0645       346.3261       40.5750        778.8889       253.9498       500.7486       500.3978       500.5732       234.6001       230.7581       232.6791       608.7363       600.0386       604.3918       0.2988         0.4648         16.7839        0.0083         0.0839         12.8602        10.1047        380.3562       
1500.0000      6.8762         76.0000        4.9246         814.3480       371.0423       352.6874       41.0082        786.5340       256.2873       507.5627       507.2112       507.3870       236.0997       232.1413       234.1205       613.2170       604.2405       608.7334       0.3000         0.4614         16.6856        0.0085         0.0860         12.9004        10.1505        381.3095       
1500.0000      6.8454         78.0000        4.9467         822.4050       377.0193       359.0370       41.4350        794.1252       258.5703       514.3469       513.9950       514.1709       237.5562       233.4797       235.5179       617.5887       608.3289       612.9637       0.3013         0.4581         16.5856        0.0087         0.0880         12.9392        10.1952        382.2212       
1500.0000      6.8150         80.0000        4.9687         830.3794       382.9956       365.3751       41.8553        801.6628       260.7991       521.1015       520.7494       520.9254       238.9697       234.7737       236.8717       621.8517       612.3045       617.0832       0.3026         0.4547         16.4838        0.0089         0.0900         12.9771        10.2392        383.0958       
1600.0000      8.6455         0.0000         3.9167         439.9930       142.1183       101.0549       19.0820        452.9795       125.4454       224.6024       224.4408       224.5216       145.8815       142.0319       143.9567       359.7560       351.8713       355.8224       0.2359         0.6412         18.7648        0.0134         0.1362         10.3116        7.5712         308.2392       
1600.0000      8.5624         2.0000         3.9547         451.4940       148.1375       107.8808       19.8570        462.8169       129.9768       232.6226       232.4525       232.5375       149.1201       145.5413       147.3307       368.5983       361.2332       364.9230       0.2384         0.6336         18.7564        0.0121         0.1237         10.4150        7.6681         311.4215       
1600.0000      8.4858         4.0000         3.9904         462.8962       154.1552       114.6932       20.6199        472.5895       134.4438       240.6072       240.4288       240.5180       152.3076       148.9670       150.6373       377.3090       370.4019       373.8616       0.2409         0.6263         18.7450        0.0111         0.1129         10.5169        7.7636         314.5150       
1600.0000      8.4150         6.0000         4.0240         474.2003       160.1715       121.4922       21.3710        482.2979       138.8471       248.5567       248.3700       248.4633       155.4446       152.3123       153.8784       385.8900       379.3846       382.6425       0.2433         0.6193         18.7305        0.0102         0.1036         10.6175        7.8578         317.5250       
1600.0000      8.3497         8.0000         4.0555         485.4075       166.1865       128.2780       22.1105        491.9428       143.1872       256.4714       256.2765       256.3740       158.5313       155.5803       157.0558       394.3430       388.1873       391.2696       0.2456         0.6126         18.7131        0.0094         0.0956         10.7169        7.9509         320.4559       
1600.0000      8.2889         10.0000        4.0852         496.5179       172.2002       135.0504       22.8387        501.5243       147.4644       264.3514       264.1485       264.2499       161.5681       158.7736       160.1709       402.6690       396.8153       399.7460       0.2479         0.6061         18.6929        0.0087         0.0888         10.8149        8.0427         323.3088       
1600.0000      8.2304         12.0000        4.1143         507.5296       178.2118       141.8087       23.5560        511.0407       151.6776       272.1954       271.9846       272.0900       164.5542       161.8935       163.2238       410.8669       405.2706       408.0722       0.2500         0.5999         18.6696        0.0082         0.0830         10.9101        8.1322         326.0726       
1600.0000      8.1722         14.0000        4.1436         518.4417       184.2207       148.5523       24.2626        520.4910       155.8265       280.0028       279.7843       279.8935       167.4893       164.9415       166.2154       418.9362       413.5563       416.2493       0.2521         0.5939         18.6434        0.0077         0.0780         11.0016        8.2188         328.7394       
1600.0000      8.1166         16.0000        4.1719         529.2581       190.2281       155.2824       24.9586        529.8785       159.9132       287.7756       287.5495       287.6626       170.3751       167.9210       169.1481       426.8814       421.6800       424.2834       0.2542         0.5880         18.6145        0.0073         0.0739         11.0910        8.3037         331.3290       
1600.0000      8.0651         18.0000        4.1986         539.9817       196.2346       162.0001       25.6443        539.2057       163.9393       295.5154       295.2819       295.3986       173.2127       170.8350       172.0239       434.7057       429.6477       432.1792       0.2562         0.5823         18.5829        0.0069         0.0704         11.1797        8.3879         333.8575       
1600.0000      8.0130         20.0000        4.2259         550.6075       202.2385       168.7031       26.3201        548.4680       167.9022       303.2192       302.9785       303.0988       176.0003       173.6827       174.8415       442.4047       437.4572       439.9332       0.2581         0.5768         18.5485        0.0066         0.0675         11.2645        8.4690         336.2943       
1600.0000      7.9563         22.0000        4.2560         561.1316       208.2384       175.3899       26.9866        557.6620       171.8001       310.8846       310.6369       310.7607       178.7365       176.4638       177.6002       449.9750       445.1073       447.5433       0.2600         0.5715         18.5112        0.0064         0.0652         11.3427        8.5450         338.6120       
1600.0000      7.8997         24.0000        4.2865         571.5608       214.2362       182.0627       27.6436        566.7934       175.6365       318.5154       318.2608       318.3881       181.4240       179.1824       180.3032       457.4236       452.6072       455.0174       0.2618         0.5663         18.4712        0.0062         0.0633         11.4175        8.6184         340.8474       
1600.0000      7.8478         26.0000        4.3148         581.9017       220.2338       188.7242       28.2910        575.8678       179.4149       326.1151       325.8538       325.9844       184.0653       181.8423       182.9538       464.7569       459.9657       462.3633       0.2636         0.5612         18.4289        0.0061         0.0619         11.4928        8.6919         343.0405       
1600.0000      7.7978         28.0000        4.3425         592.1513       226.2302       195.3730       28.9292        584.8826       183.1337       333.6819       333.4142       333.5481       186.6595       184.4432       185.5513       471.9724       467.1819       469.5791       0.2654         0.5563         18.3840        0.0060         0.0609         11.5664        8.7642         345.1722       
1600.0000      7.7469         30.0000        4.3710         602.3069       232.2243       202.0078       29.5585        593.8353       186.7916       341.2143       340.9404       341.0773       189.2055       186.9850       188.0952       479.0678       474.2549       476.6633       0.2671         0.5515         18.3366        0.0059         0.0602         11.6365        8.8335         347.2226       
1600.0000      7.6998         32.0000        4.3978         612.3750       238.2183       208.6312       30.1787        602.7317       190.3921       348.7159       348.4359       348.5759       191.7059       189.4711       190.5885       486.0495       481.1929       483.6231       0.2688         0.5468         18.2869        0.0059         0.0598         11.7066        8.9029         349.2318       
1600.0000      7.6607         34.0000        4.4203         622.3613       244.2138       215.2455       30.7891        611.5764       193.9379       356.1898       355.9040       356.0469       194.1628       191.9046       193.0337       492.9227       488.0029       490.4647       0.2704         0.5422         18.2350        0.0058         0.0596         11.7803        8.9749         351.2369       
1600.0000      7.6239         36.0000        4.4416         632.2591       250.2086       221.8478       31.3907        620.3637       197.4257       363.6323       363.3409       363.4866       196.5738       194.2835       195.4287       499.6815       494.6797       497.1825       0.2720         0.5377         18.1808        0.0059         0.0597         11.8534        9.0464         353.1949       
1600.0000      7.5830         38.0000        4.4655         642.0616       256.2002       228.4351       31.9844        629.0874       200.8522       371.0391       370.7423       370.8907       198.9364       196.6057       197.7711       506.3197       501.2180       503.7708       0.2736         0.5332         18.1241        0.0059         0.0601         11.9209        9.1135         355.0554       
1600.0000      7.5384         40.0000        4.4919         651.7701       262.1887       235.0077       32.5705        637.7486       204.2182       378.4108       378.1089       378.2598       201.2510       198.8725       200.0618       512.8385       507.6203       510.2314       0.2752         0.5289         18.0649        0.0059         0.0606         11.9830        9.1765         356.8233       
1600.0000      7.4927         42.0000        4.5194         661.3877       268.1753       241.5669       33.1488        646.3501       207.5253       385.7493       385.4424       385.5959       203.5191       201.0856       202.3024       519.2412       513.8911       516.5682       0.2767         0.5246         18.0033        0.0060         0.0613         12.0418        9.2369         358.5193       
1600.0000      7.4485         44.0000        4.5461         670.9185       274.1611       248.1142       33.7188        654.8951       210.7754       393.0568       392.7452       392.9010       205.7421       203.2472       204.4946       525.5313       520.0349       522.7853       0.2782         0.5205         17.9395        0.0061         0.0622         12.0997        9.2965         360.1687       
1600.0000      7.4081         46.0000        4.5709         680.3650       280.1471       254.6507       34.2804        663.3861       213.9700       400.3348       400.0188       400.1768       207.9210       205.3588       206.6399       531.7116       526.0556       528.8858       0.2797         0.5164         17.8735        0.0062         0.0632         12.1583        9.3567         361.7908       
1600.0000      7.3699         48.0000        4.5946         689.7261       286.1327       261.1759       34.8339        671.8219       217.1084       407.5826       407.2623       407.4224       210.0553       207.4204       208.7379       537.7809       531.9526       534.8691       0.2812         0.5123         17.8055        0.0063         0.0643         12.2167        9.4167         363.3755       
1600.0000      7.3322         50.0000        4.6183         699.0001       292.1173       267.6888       35.3796        680.2009       220.1898       414.7990       414.4748       414.6369       212.1446       209.4317       210.7882       543.7376       537.7253       540.7339       0.2826         0.5084         17.7352        0.0064         0.0656         12.2735        9.4753         364.9088       
1600.0000      7.2949         52.0000        4.6419         708.1872       298.1007       274.1896       35.9177        688.5235       223.2146       421.9842       421.6562       421.8202       214.1890       211.3933       212.7912       549.5822       543.3748       546.4810       0.2841         0.5045         17.6628        0.0066         0.0669         12.3286        9.5327         366.3916       
1600.0000      7.2581         54.0000        4.6654         717.2881       304.0832       280.6782       36.4482        696.7899       226.1829       429.1384       428.8069       428.9726       216.1887       213.3058       214.7473       555.3151       548.9022       552.1113       0.2855         0.5006         17.5883        0.0067         0.0683         12.3823        9.5889         367.8263       
1600.0000      7.2208         56.0000        4.6895         726.3018       310.0643       287.1543       36.9716        704.9993       229.0944       436.2610       435.9262       436.0936       218.1435       215.1692       216.6564       560.9356       554.3073       557.6243       0.2869         0.4968         17.5117        0.0069         0.0699         12.4336        9.6433         369.2044       
1600.0000      7.1824         58.0000        4.7146         735.2280       316.0436       293.6175       37.4880        713.1513       231.9490       443.3516       443.0139       443.1828       220.0533       216.9838       218.5185       566.4436       559.5907       563.0201       0.2883         0.4931         17.4329        0.0070         0.0715         12.4820        9.6955         370.5213       
1600.0000      7.1451         60.0000        4.7392         744.0698       322.0223       300.0692       37.9970        721.2487       234.7481       450.4122       450.0717       450.2420       221.9191       218.7509       220.3350       571.8415       564.7556       568.3017       0.2896         0.4894         17.3521        0.0072         0.0732         12.5297        9.7470         371.7993       
1600.0000      7.1112         62.0000        4.7618         752.8294       328.0014       306.5105       38.4982        729.2936       237.4930       457.4442       457.1011       457.2726       223.7420       220.4718       222.1069       577.1317       569.8048       573.4716       0.2910         0.4857         17.2694        0.0074         0.0749         12.5786        9.7994         373.0578       
1600.0000      7.0781         64.0000        4.7841         761.5046       333.9798       312.9402       38.9922        737.2837       240.1824       464.4459       464.1006       464.2733       225.5210       222.1458       223.8334       582.3118       574.7366       578.5278       0.2923         0.4821         17.1847        0.0075         0.0767         12.6265        9.8512         374.2764       
1600.0000      7.0434         66.0000        4.8076         770.0931       339.9564       319.3569       39.4797        745.2169       242.8155       471.4160       471.0686       471.2423       227.2554       223.7725       225.5139       587.3801       579.5493       583.4684       0.2936         0.4786         17.0980        0.0077         0.0786         12.6713        9.9005         375.4337       
1600.0000      7.0091         68.0000        4.8312         778.5971       345.9321       325.7619       39.9604        753.0954       245.3933       478.3557       478.0066       478.1811       228.9461       225.3528       227.1494       592.3384       584.2456       588.2960       0.2950         0.4750         17.0094        0.0079         0.0805         12.7149        9.9488         376.5481       
1600.0000      6.9773         70.0000        4.8532         787.0193       351.9079       332.1562       40.4336        760.9213       247.9170       485.2667       484.9161       485.0914       230.5939       226.8880       228.7410       597.1890       588.8282       593.0128       0.2963         0.4715         16.9189        0.0081         0.0824         12.7592        9.9977         377.6408       
1600.0000      6.9468         72.0000        4.8745         795.3585       357.8833       338.5393       40.8997        768.6937       250.3862       492.1483       491.7963       491.9723       232.1986       228.3779       230.2882       601.9309       593.2964       597.6180       0.2975         0.4681         16.8265        0.0083         0.0844         12.8031        10.0463        378.7012       
1600.0000      6.9160         74.0000        4.8962         803.6132       363.8575       344.9103       41.3594        776.4110       252.8002       498.9993       498.6463       498.8228       233.7596       229.8221       231.7909       606.5627       597.6491       602.1105       0.2988         0.4647         16.7323        0.0085         0.0864         12.8453        10.0935        379.7144       
1600.0000      6.8848         76.0000        4.9184         811.7837       369.8306       351.2692       41.8127        784.0734       255.1591       505.8198       505.4660       505.6429       235.2771       231.2210       233.2490       611.0846       601.8870       606.4906       0.3001         0.4613         16.6362        0.0087         0.0884         12.8856        10.1393        380.6809       
1600.0000      6.8536         78.0000        4.9408         819.8705       375.8026       357.6162       42.2596        791.6815       257.4633       512.6103       512.2559       512.4331       236.7513       232.5749       234.6631       615.4971       606.0108       610.7591       0.3014         0.4579         16.5382        0.0089         0.0905         12.9245        10.1841        381.6054       
1600.0000      6.8229         80.0000        4.9630         827.8743       381.7739       363.9517       42.7000        799.2358       259.7130       519.3710       519.0163       519.1936       238.1824       233.8842       236.0333       619.8008       610.0214       614.9165       0.3026         0.4546         16.4385        0.0091         0.0926         12.9624        10.2280        382.4924       
1700.0000      8.6716         0.0000         3.9049         435.8675       141.0190       99.6244        19.0592        449.5420       123.2689       222.4236       222.2652       222.3444       144.1930       140.1842       142.1886       355.7120       347.4965       351.6139       0.2364         0.6395         18.5421        0.0141         0.1437         10.2708        7.5458         306.5145       
1700.0000      8.5880         2.0000         3.9430         447.4270       147.0375       106.4544       19.8597        459.4181       127.8380       230.4627       230.2957       230.3792       147.4625       143.7366       145.5996       364.6198       356.9480       360.7919       0.2390         0.6320         18.5435        0.0128         0.1303         10.3761        7.6438         309.7592       
1700.0000      8.5107         4.0000         3.9788         458.8862       153.0545       113.2705       20.6477        469.2285       132.3420       238.4658       238.2902       238.3780       150.6803       147.2030       148.9417       373.3948       366.2022       369.8053       0.2414         0.6248         18.5413        0.0117         0.1189         10.4797        7.7403         312.9112       
1700.0000      8.4394         6.0000         4.0124         470.2463       159.0699       120.0731       21.4235        478.9738       136.7815       246.4332       246.2492       246.3412       153.8469       150.5871       152.2170       382.0391       375.2667       378.6586       0.2438         0.6179         18.5355        0.0107         0.1090         10.5819        7.8355         315.9760       
1700.0000      8.3735         8.0000         4.0440         481.5081       165.0839       126.8622       22.1875        488.6546       141.1570       254.3653       254.1731       254.2692       156.9627       153.8923       155.4275       390.5543       384.1478       387.3560       0.2461         0.6113         18.5262        0.0099         0.1005         10.6828        7.9294         318.9585       
1700.0000      8.3121         10.0000        4.0738         492.6720       171.0965       133.6378       22.9398        498.2713       145.4689       262.2622       262.0618       262.1620       160.0280       157.1211       158.5746       398.9415       392.8511       395.9005       0.2483         0.6049         18.5136        0.0092         0.0933         10.7821        8.0220         321.8600       
1700.0000      8.2530         12.0000        4.1030         503.7359       177.1067       140.3990       23.6809        507.8218       149.7161       270.1226       269.9142       270.0184       163.0419       160.2750       161.6585       407.1993       401.3788       404.2928       0.2505         0.5987         18.4976        0.0086         0.0871         10.8786        8.1124         324.6698       
1700.0000      8.1944         14.0000        4.1324         514.6987       183.1142       147.1451       24.4110        517.3053       153.8982       277.9457       277.7295       277.8376       166.0043       163.3556       164.6799       415.3274       409.7340       412.5341       0.2525         0.5927         18.4782        0.0080         0.0818         10.9713        8.1997         327.3801       
1700.0000      8.1382         16.0000        4.1609         525.5647       189.1199       153.8776       25.1304        526.7251       158.0174       285.7339       285.5099       285.6219       168.9167       166.3665       167.6416       423.3304       417.9247       420.6305       0.2546         0.5869         18.4558        0.0076         0.0774         11.0619        8.2852         330.0110       
1700.0000      8.0862         18.0000        4.1877         536.3371       195.1247       160.5974       25.8391        536.0838       162.0755       293.4886       293.2571       293.3728       171.7807       169.3107       170.5457       431.2117       425.9573       428.5872       0.2565         0.5813         18.4303        0.0072         0.0737         11.1516        8.3700         332.5786       
1700.0000      8.0336         20.0000        4.2151         547.0104       201.1267       167.3024       26.5377        545.3767       166.0696       301.2067       300.9678       301.0873       174.5940       172.1875       173.3907       438.9665       433.8294       436.4005       0.2584         0.5759         18.4018        0.0069         0.0707         11.2374        8.4517         335.0528       
1700.0000      7.9764         22.0000        4.2453         557.5805       207.1244       173.9906       27.2269        554.6002       169.9979       308.8858       308.6398       308.7628       177.3552       174.9965       176.1758       446.5913       441.5396       444.0678       0.2603         0.5706         18.3700        0.0067         0.0682         11.3165        8.5282         337.4060       
1700.0000      7.9192         24.0000        4.2759         568.0546       213.1198       180.6646       27.9064        563.7602       173.8641       316.5297       316.2767       316.4032       180.0672       177.7421       178.9046       454.0934       449.0978       451.5978       0.2621         0.5654         18.3353        0.0065         0.0662         11.3922        8.6021         339.6754       
1700.0000      7.8669         26.0000        4.3044         578.4397       219.1150       187.3272       28.5760        572.8628       177.6719       324.1424       323.8825       324.0124       182.7327       180.4281       181.5804       461.4797       456.5131       458.9986       0.2639         0.5604         18.2980        0.0063         0.0647         11.4683        8.6761         341.9008       
1700.0000      7.8164         28.0000        4.3322         588.7327       225.1089       193.9769       29.2363        581.9052       181.4196       331.7218       331.4553       331.5886       185.3507       183.0545       184.2026       468.7474       463.7846       466.2681       0.2656         0.5555         18.2580        0.0062         0.0635         11.5427        8.7488         344.0636       
1700.0000      7.7650         30.0000        4.3608         598.9307       231.1003       200.6124       29.8875        590.8846       185.1058       339.2663       338.9934       339.1298       187.9201       185.6209       186.7705       475.8941       470.9112       473.4047       0.2673         0.5507         18.2152        0.0062         0.0627         11.6135        8.8186         346.1436       
1700.0000      7.7174         32.0000        4.3877         609.0407       237.0915       207.2364       30.5294        599.8073       188.7343       346.7797       346.5007       346.6402       190.4436       188.1311       189.2873       482.9266       477.9017       480.4162       0.2690         0.5461         18.1700        0.0061         0.0623         11.6843        8.8883         348.1812       
1700.0000      7.6779         34.0000        4.4103         619.0685       243.0843       213.8514       31.1614        608.6782       192.3078       354.2655       353.9804       354.1230       192.9234       190.5882       191.7558       489.8505       484.7633       487.3089       0.2706         0.5415         18.1224        0.0061         0.0621         11.7586        8.9607         350.2133       
1700.0000      7.6406         36.0000        4.4318         629.0072       249.0764       220.4542       31.7844        617.4912       195.8230       361.7195       361.4287       361.5741       195.3570       192.9901       194.1736       496.6593       491.4908       494.0771       0.2723         0.5370         18.0723        0.0061         0.0621         11.8323        9.0325         352.1974       
1700.0000      7.5993         38.0000        4.4560         638.8495       255.0649       227.0417       32.3994        626.2397       199.2763       369.1373       368.8409       368.9891       197.7417       195.3347       196.5382       503.3465       498.0781       500.7144       0.2738         0.5326         18.0196        0.0061         0.0624         11.9003        9.0999         354.0829       
1700.0000      7.5543         40.0000        4.4825         648.5967       261.0503       233.6141       33.0067        634.9249       202.6685       376.5195       376.2179       376.3687       200.0780       197.6230       198.8505       509.9134       504.5281       507.2229       0.2754         0.5283         17.9641        0.0062         0.0629         11.9630        9.1632         355.8749       
1700.0000      7.5081         42.0000        4.5101         658.2523       267.0335       240.1729       33.6061        643.5497       206.0013       383.8681       383.5614       383.7148       202.3674       199.8573       201.1123       516.3635       510.8453       513.6066       0.2769         0.5241         17.9062        0.0062         0.0636         12.0223        9.2239         357.5943       
1700.0000      7.4635         44.0000        4.5370         667.8205       273.0158       246.7197       34.1972        652.1176       209.2769       391.1854       390.8739       391.0297       204.6115       202.0395       203.3255       522.7007       517.0348       519.8700       0.2784         0.5200         17.8459        0.0063         0.0644         12.0806        9.2837         359.2660       
1700.0000      7.4227         46.0000        4.5620         677.3040       278.9983       253.2557       34.7796        660.6313       212.4967       398.4732       398.1570       398.3151       206.8112       204.1713       205.4913       528.9276       523.1003       526.0163       0.2799         0.5159         17.7834        0.0064         0.0654         12.1397        9.3441         360.9096       
1700.0000      7.3841         48.0000        4.5858         686.7016       284.9804       259.7803       35.3539        669.0894       215.6600       405.7305       405.4100       405.5702       208.9662       206.2528       207.6095       535.0430       529.0415       532.0448       0.2814         0.5119         17.7187        0.0065         0.0666         12.1985        9.4043         362.5151       
1700.0000      7.3459         50.0000        4.6096         696.0115       290.9613       266.2924       35.9203        677.4902       218.7660       412.9561       412.6315       412.7938       211.0759       208.2836       209.6797       541.0455       534.8576       537.9541       0.2828         0.5080         17.6516        0.0067         0.0678         12.2556        9.4631         364.0684       
1700.0000      7.3082         52.0000        4.6334         705.2340       296.9410       272.7922       36.4790        685.8341       221.8150       420.1503       419.8218       419.9860       213.1404       210.2643       211.7023       546.9353       540.5496       543.7452       0.2842         0.5041         17.5823        0.0068         0.0692         12.3111        9.5206         365.5706       
1700.0000      7.2710         54.0000        4.6571         714.3697       302.9196       279.2798       37.0301        694.1215       224.8073       427.3133       426.9810       427.1471       215.1600       212.1955       213.6777       552.7130       546.1188       549.4188       0.2856         0.5002         17.5108        0.0069         0.0706         12.3651        9.5770         367.0239       
1700.0000      7.2333         56.0000        4.6814         723.4176       308.8966       285.7547       37.5739        702.3514       227.7424       434.4443       434.1087       434.2765       217.1344       214.0772       215.6058       558.3779       551.5650       554.9745       0.2870         0.4965         17.4370        0.0071         0.0722         12.4167        9.6315         368.4201       
1700.0000      7.1945         58.0000        4.7067         732.3775       314.8719       292.2164       38.1108        710.5235       230.6203       441.5431       441.2043       441.3737       219.0636       215.9097       217.4866       563.9297       556.8886       560.4123       0.2884         0.4927         17.3611        0.0073         0.0738         12.4654        9.6838         369.7545       
1700.0000      7.1568         60.0000        4.7314         741.2525       320.8464       298.6666       38.6403        718.6406       233.4425       448.6116       448.2699       448.4408       220.9487       217.6945       219.3216       569.3711       562.0931       565.7355       0.2897         0.4891         17.2830        0.0074         0.0755         12.5134        9.7355         371.0494       
1700.0000      7.1225         62.0000        4.7543         750.0451       326.8213       305.1063       39.1617        726.7049       236.2103       455.6514       455.3071       455.4792       222.7906       219.4328       221.1117       574.7045       567.1816       570.9466       0.2911         0.4854         17.2030        0.0076         0.0773         12.5625        9.7880         372.3243       
1700.0000      7.0890         64.0000        4.7767         758.7528       332.7954       311.5343       39.6760        734.7142       238.9224       462.6609       462.3140       462.4875       224.5884       221.1240       222.8562       579.9276       572.1521       576.0436       0.2924         0.4819         17.1209        0.0078         0.0791         12.6106        9.8398         373.5587       
